customer_id,recency_days,frequency,monetary,r_score,f_score,m_score,rfm_segment
2052,376,3,1958.35,1,4,4,At Risk (Valuable)
2054,500,1,24.21,1,1,1,Lost / Hibernating
2055,473,1,1027.07,1,1,4,Lost / Hibernating
2056,468,3,583.07,1,4,3,At Risk (Valuable)
2058,236,2,648.37,2,3,3,At Risk (Valuable)
2059,503,1,80.29,1,1,1,Lost / Hibernating
2060,2,14,3356.09,4,4,4,Champions
2061,47,4,636.51,4,4,3,Champions
2062,510,1,79.3,1,1,1,Lost / Hibernating
2064,114,3,432.35,3,4,3,Champions
2065,152,1,163.49,3,1,2,New / Promising
2066,355,3,284.44,2,4,2,Regular
2068,85,4,1555.16,3,4,4,Champions
2069,118,2,438.83,3,3,3,Champions
2070,173,3,507.03,3,4,3,Champions
2071,73,2,95.42,3,3,1,Regular
2072,67,2,601.84,3,3,3,Champions
2073,174,4,497.37,3,4,3,Champions
2074,260,1,146.69,2,1,1,Lost / Hibernating
2075,145,3,663.92,3,4,3,Champions
2076,225,2,658.92,2,3,3,At Risk (Valuable)
2077,193,1,320.43,2,1,2,Lost / Hibernating
2079,4,2,763.11,4,3,4,Champions
2080,16,6,4343.56,4,4,4,Champions
2082,136,1,70.86,3,1,1,New / Promising
2083,109,2,58.43,3,3,1,Regular
2084,236,2,214.44,2,3,2,Regular
2085,342,1,138.86,2,1,1,Lost / Hibernating
2087,538,1,161.94,1,1,2,Lost / Hibernating
2088,522,1,45.0,1,1,1,Lost / Hibernating
2089,20,1,42.0,4,1,1,New / Promising
2090,129,3,874.24,3,4,4,Champions
2091,254,5,362.34,2,4,3,At Risk (Valuable)
2092,107,2,757.78,3,3,4,Champions
2094,16,2,310.27,4,3,2,Regular
2095,166,3,301.94,3,4,2,Regular
2097,13,5,421.45,4,4,3,Champions
2098,19,2,364.97,4,3,3,Champions
2099,48,1,85.65,4,1,1,New / Promising
2100,700,1,184.99,1,1,2,Lost / Hibernating
2101,717,1,525.16,1,1,3,Lost / Hibernating
2102,80,2,59.6,3,3,1,Regular
2106,71,1,484.48,3,1,3,New / Promising
2107,247,2,421.94,2,3,3,At Risk (Valuable)
2109,17,2,37.22,4,3,1,Regular
2110,422,2,1304.16,1,3,4,At Risk (Valuable)
2111,423,1,27.59,1,1,1,Lost / Hibernating
2114,435,1,41.48,1,1,1,Lost / Hibernating
2115,40,7,1615.76,4,4,4,Champions
2116,100,2,259.25,3,3,2,Regular
2117,67,3,858.29,3,4,4,Champions
2118,27,2,260.42,4,3,2,Regular
2119,33,2,276.98,4,3,2,Regular
2120,695,1,61.9,1,1,1,Lost / Hibernating
2126,96,1,471.44,3,1,3,New / Promising
2127,337,2,117.99,2,3,1,Regular
2128,249,2,210.14,2,3,2,Regular
2129,173,2,529.56,3,3,3,Champions
2131,458,1,77.27,1,1,1,Lost / Hibernating
2132,222,2,476.08,2,3,3,At Risk (Valuable)
2133,103,2,1400.21,3,3,4,Champions
2134,37,1,67.55,4,1,1,New / Promising
2136,203,2,213.32,2,3,2,Regular
2139,57,1,61.55,3,1,1,New / Promising
2140,188,1,156.78,2,1,2,Lost / Hibernating
2142,425,2,1523.4,1,3,4,At Risk (Valuable)
2143,141,3,643.23,3,4,3,Champions
2146,244,2,159.84,2,3,2,Regular
2147,367,2,324.88,2,3,2,Regular
2148,5,1,231.73,4,1,2,New / Promising
2149,13,5,1086.94,4,4,4,Champions
2150,57,1,387.75,3,1,3,New / Promising
2151,153,1,254.86,3,1,2,New / Promising
2153,42,2,1944.81,4,3,4,Champions
2154,182,1,62.82,2,1,1,Lost / Hibernating
2159,432,4,740.59,1,4,4,At Risk (Valuable)
2161,482,2,223.97,1,3,2,Regular
2162,59,2,262.62,3,3,2,Regular
2164,192,2,123.97,2,3,1,Regular
2165,509,1,477.87,1,1,3,Lost / Hibernating
2166,30,16,4093.51,4,4,4,Champions
2167,8,1,1264.68,4,1,4,New / Promising
2168,322,1,89.19,2,1,1,Lost / Hibernating
2170,26,2,282.49,4,3,2,Regular
2171,304,1,52.24,2,1,1,Lost / Hibernating
2172,402,1,43.58,1,1,1,Lost / Hibernating
2173,212,2,803.3,2,3,4,At Risk (Valuable)
2174,110,1,272.5,3,1,2,New / Promising
2175,345,1,90.89,2,1,1,Lost / Hibernating
2176,128,2,709.11,3,3,4,Champions
2177,507,1,17.48,1,1,1,Lost / Hibernating
2178,9,1,244.0,4,1,2,New / Promising
2179,611,1,317.46,1,1,2,Lost / Hibernating
2180,24,2,576.17,4,3,3,Champions
2183,657,1,115.6,1,1,1,Lost / Hibernating
2184,238,1,239.12,2,1,2,Lost / Hibernating
2185,8,4,1244.7,4,4,4,Champions
2186,612,1,550.58,1,1,3,Lost / Hibernating
2188,102,2,540.81,3,3,3,Champions
2189,375,2,112.58,1,3,1,Regular
2190,166,2,319.2,3,3,2,Regular
2191,368,2,532.23,2,3,3,At Risk (Valuable)
2193,459,2,256.57,1,3,2,Regular
2194,258,2,445.35,2,3,3,At Risk (Valuable)
2196,294,3,271.43,2,4,2,Regular
2197,125,2,283.67,3,3,2,Regular
2198,294,4,2686.43,2,4,4,At Risk (Valuable)
2201,1,2,896.99,4,3,4,Champions
2202,11,2,321.55,4,3,2,Regular
2203,17,1,134.63,4,1,1,New / Promising
2204,132,1,837.81,3,1,4,New / Promising
2205,247,1,166.53,2,1,2,Lost / Hibernating
2206,442,2,169.51,1,3,2,Regular
2208,333,1,98.0,2,1,1,Lost / Hibernating
2210,429,1,251.58,1,1,2,Lost / Hibernating
2211,399,1,41.57,1,1,1,Lost / Hibernating
2212,134,4,229.69,3,4,2,Regular
2213,223,1,212.91,2,1,2,Lost / Hibernating
2215,39,1,62.24,4,1,1,New / Promising
2216,44,3,515.33,4,4,3,Champions
2217,64,3,732.56,3,4,4,Champions
2219,571,1,267.74,1,1,2,Lost / Hibernating
2221,162,3,421.96,3,4,3,Champions
2222,47,2,187.04,4,3,2,Regular
2223,39,4,725.6,4,4,4,Champions
2224,97,1,292.51,3,1,2,New / Promising
2225,48,3,656.77,4,4,3,Champions
2226,550,2,2360.93,1,3,4,At Risk (Valuable)
2228,573,2,410.67,1,3,3,At Risk (Valuable)
2229,85,5,834.5,3,4,4,Champions
2230,527,2,260.83,1,3,2,Regular
2231,581,1,116.0,1,1,1,Lost / Hibernating
2232,369,2,987.35,2,3,4,At Risk (Valuable)
2233,425,1,98.26,1,1,1,Lost / Hibernating
2234,492,2,252.54,1,3,2,Regular
2235,619,1,116.83,1,1,1,Lost / Hibernating
2236,413,1,304.65,1,1,2,Lost / Hibernating
2237,500,1,54.87,1,1,1,Lost / Hibernating
2239,129,2,342.23,3,3,3,Champions
2240,29,1,562.01,4,1,3,New / Promising
2243,51,5,613.58,4,4,3,Champions
2244,1,2,87.48,4,3,1,Regular
2245,103,4,2175.4,3,4,4,Champions
2247,357,2,273.16,2,3,2,Regular
2249,476,1,79.94,1,1,1,Lost / Hibernating
2250,50,2,338.62,4,3,3,Champions
2251,344,2,471.05,2,3,3,At Risk (Valuable)
2252,31,2,157.42,4,3,2,Regular
2253,24,2,3390.48,4,3,4,Champions
2254,320,2,713.86,2,3,4,At Risk (Valuable)
2255,51,6,1378.22,4,4,4,Champions
2257,152,2,808.4,3,3,4,Champions
2258,587,1,133.8,1,1,1,Lost / Hibernating
2261,506,1,288.31,1,1,2,Lost / Hibernating
2263,15,2,365.09,4,3,3,Champions
2266,254,3,763.61,2,4,4,At Risk (Valuable)
2270,79,2,620.87,3,3,3,Champions
2271,347,2,917.14,2,3,4,At Risk (Valuable)
2273,154,3,663.65,3,4,3,Champions
2275,329,2,147.01,2,3,1,Regular
2276,160,1,105.5,3,1,1,New / Promising
2277,52,3,855.15,4,4,4,Champions
2278,25,2,63.29,4,3,1,Regular
2279,58,1,21.4,3,1,1,New / Promising
2280,147,3,763.42,3,4,4,Champions
2284,353,2,382.63,2,3,3,At Risk (Valuable)
2286,607,1,193.54,1,1,2,Lost / Hibernating
2288,730,1,342.63,1,1,3,Lost / Hibernating
2290,103,2,253.39,3,3,2,Regular
2291,71,10,4097.93,3,4,4,Champions
2292,463,1,491.6,1,1,3,Lost / Hibernating
2293,23,3,678.22,4,4,3,Champions
2294,223,1,175.2,2,1,2,Lost / Hibernating
2295,502,1,143.58,1,1,1,Lost / Hibernating
2296,547,1,151.4,1,1,2,Lost / Hibernating
2297,291,1,220.87,2,1,2,Lost / Hibernating
2298,627,1,210.82,1,1,2,Lost / Hibernating
2299,92,1,1490.11,3,1,4,New / Promising
2300,40,6,2009.05,4,4,4,Champions
2301,179,2,151.95,2,3,2,Regular
2304,329,2,481.59,2,3,3,At Risk (Valuable)
2305,110,1,104.12,3,1,1,New / Promising
2306,43,2,1198.23,4,3,4,Champions
2308,127,1,254.62,3,1,2,New / Promising
2309,365,2,820.79,2,3,4,At Risk (Valuable)
2311,29,2,409.8,4,3,3,Champions
2314,297,2,265.51,2,3,2,Regular
2315,230,3,619.39,2,4,3,At Risk (Valuable)
2316,216,6,1029.86,2,4,4,At Risk (Valuable)
2317,88,4,1266.16,3,4,4,Champions
2319,91,2,124.06,3,3,1,Regular
2320,20,2,246.48,4,3,2,Regular
2322,304,1,275.88,2,1,2,Lost / Hibernating
2323,210,1,59.9,2,1,1,Lost / Hibernating
2325,26,8,2249.61,4,4,4,Champions
2326,81,1,80.36,3,1,1,New / Promising
2327,322,1,153.68,2,1,2,Lost / Hibernating
2329,516,1,1110.37,1,1,4,Lost / Hibernating
2330,357,1,167.28,2,1,2,Lost / Hibernating
2332,264,2,807.34,2,3,4,At Risk (Valuable)
2333,18,3,555.65,4,4,3,Champions
2334,168,2,1201.68,3,3,4,Champions
2337,10,2,326.75,4,3,2,Regular
2338,256,2,283.63,2,3,2,Regular
2339,314,1,445.4,2,1,3,Lost / Hibernating
2344,392,2,885.48,1,3,4,At Risk (Valuable)
2346,100,2,133.55,3,3,1,Regular
2347,266,2,109.91,2,3,1,Regular
2349,100,3,904.32,3,4,4,Champions
2350,377,2,572.72,1,3,3,At Risk (Valuable)
2351,33,1,64.77,4,1,1,New / Promising
2352,255,2,374.41,2,3,3,At Risk (Valuable)
2353,406,1,757.26,1,1,4,Lost / Hibernating
2354,71,2,679.05,3,3,3,Champions
2355,637,1,47.56,1,1,1,Lost / Hibernating
2356,84,2,176.64,3,3,2,Regular
2357,678,1,226.44,1,1,2,Lost / Hibernating
2360,258,4,765.6,2,4,4,At Risk (Valuable)
2363,147,2,68.21,3,3,1,Regular
2365,25,3,710.7,4,4,4,Champions
2366,637,1,69.39,1,1,1,Lost / Hibernating
2367,174,1,168.71,3,1,2,New / Promising
2368,224,1,526.45,2,1,3,Lost / Hibernating
2369,623,1,336.81,1,1,3,Lost / Hibernating
2370,142,4,911.95,3,4,4,Champions
2371,563,1,842.66,1,1,4,Lost / Hibernating
2372,44,4,502.27,4,4,3,Champions
2373,118,2,364.94,3,3,3,Champions
2375,43,5,926.37,4,4,4,Champions
2378,76,1,13.66,3,1,1,New / Promising
2379,409,2,2130.14,1,3,4,At Risk (Valuable)
2380,300,4,653.61,2,4,3,At Risk (Valuable)
2382,505,1,136.8,1,1,1,Lost / Hibernating
2383,24,2,433.96,4,3,3,Champions
2384,23,1,1658.26,4,1,4,New / Promising
2385,127,2,316.84,3,3,2,Regular
2386,182,3,565.68,2,4,3,At Risk (Valuable)
2389,357,1,135.25,2,1,1,Lost / Hibernating
2390,90,3,483.19,3,4,3,Champions
2391,1,2,892.37,4,3,4,Champions
2393,517,1,100.13,1,1,1,Lost / Hibernating
2394,119,1,272.26,3,1,2,New / Promising
2395,143,1,49.33,3,1,1,New / Promising
2396,24,1,72.53,4,1,1,New / Promising
2398,80,2,193.47,3,3,2,Regular
2402,4,9,2013.89,4,4,4,Champions
2404,211,3,409.51,2,4,3,At Risk (Valuable)
2405,204,1,695.35,2,1,4,Lost / Hibernating
2406,7,2,986.39,4,3,4,Champions
2407,22,1,39.64,4,1,1,New / Promising
2408,474,1,29.31,1,1,1,Lost / Hibernating
2409,27,3,706.68,4,4,4,Champions
2410,398,3,364.21,1,4,3,At Risk (Valuable)
2411,512,2,403.57,1,3,3,At Risk (Valuable)
2412,132,2,213.2,3,3,2,Regular
2413,207,2,94.55,2,3,1,Regular
2414,278,4,730.12,2,4,4,At Risk (Valuable)
2415,119,3,233.96,3,4,2,Regular
2416,419,3,2282.21,1,4,4,At Risk (Valuable)
2419,470,1,53.03,1,1,1,Lost / Hibernating
2420,108,2,1304.4,3,3,4,Champions
2421,413,2,448.84,1,3,3,At Risk (Valuable)
2422,649,2,291.4,1,3,2,Regular
2423,47,2,355.09,4,3,3,Champions
2424,242,2,1249.64,2,3,4,At Risk (Valuable)
2425,268,2,227.29,2,3,2,Regular
2427,395,1,407.25,1,1,3,Lost / Hibernating
2428,8,2,695.18,4,3,4,Champions
2429,3,9,4471.53,4,4,4,Champions
2431,12,1,66.43,4,1,1,New / Promising
2433,29,3,2173.09,4,4,4,Champions
2436,689,1,603.63,1,1,3,Lost / Hibernating
2437,20,1,501.08,4,1,3,New / Promising
2438,58,1,50.94,3,1,1,New / Promising
2440,371,2,322.52,2,3,2,Regular
2441,272,1,34.48,2,1,1,Lost / Hibernating
2442,22,2,552.61,4,3,3,Champions
2445,4,3,929.78,4,4,4,Champions
2446,1,1,54.25,4,1,1,New / Promising
2447,132,4,2008.47,3,4,4,Champions
2448,154,1,537.04,3,1,3,New / Promising
2450,384,2,884.56,1,3,4,At Risk (Valuable)
2451,329,4,1125.92,2,4,4,At Risk (Valuable)
2452,38,5,1872.18,4,4,4,Champions
2455,303,1,104.85,2,1,1,Lost / Hibernating
2457,245,1,385.54,2,1,3,Lost / Hibernating
2460,626,1,185.24,1,1,2,Lost / Hibernating
2463,166,2,127.94,3,3,1,Regular
2465,582,1,207.78,1,1,2,Lost / Hibernating
2466,289,1,58.42,2,1,1,Lost / Hibernating
2467,253,3,1340.7,2,4,4,At Risk (Valuable)
2469,25,2,196.79,4,3,2,Regular
2474,614,2,183.38,1,3,2,Regular
2476,537,1,307.91,1,1,2,Lost / Hibernating
2477,39,1,732.69,4,1,4,New / Promising
2481,642,1,182.66,1,1,2,Lost / Hibernating
2484,55,1,74.22,4,1,1,New / Promising
2485,516,3,353.29,1,4,3,At Risk (Valuable)
2486,26,2,379.32,4,3,3,Champions
2488,523,1,10.4,1,1,1,Lost / Hibernating
2489,34,2,316.41,4,3,2,Regular
2490,186,1,85.55,2,1,1,Lost / Hibernating
2491,606,1,87.28,1,1,1,Lost / Hibernating
2492,367,2,80.6,2,3,1,Regular
2493,183,3,428.53,2,4,3,At Risk (Valuable)
2494,5,2,413.85,4,3,3,Champions
2495,292,1,65.4,2,1,1,Lost / Hibernating
2496,106,5,685.94,3,4,4,Champions
2498,219,2,284.29,2,3,2,Regular
2500,135,1,55.77,3,1,1,New / Promising
2501,34,4,911.31,4,4,4,Champions
2502,68,3,530.79,3,4,3,Champions
2503,717,1,198.06,1,1,2,Lost / Hibernating
2506,303,3,1059.07,2,4,4,At Risk (Valuable)
2509,17,3,1227.14,4,4,4,Champions
2510,369,1,70.89,2,1,1,Lost / Hibernating
2512,85,1,449.0,3,1,3,New / Promising
2513,581,1,258.21,1,1,2,Lost / Hibernating
2514,298,2,596.22,2,3,3,At Risk (Valuable)
2515,624,1,126.6,1,1,1,Lost / Hibernating
2516,632,1,100.95,1,1,1,Lost / Hibernating
2518,30,2,187.2,4,3,2,Regular
2520,55,4,711.65,4,4,4,Champions
2523,605,1,258.38,1,1,2,Lost / Hibernating
2525,142,1,215.05,3,1,2,New / Promising
2527,16,1,259.78,4,1,2,New / Promising
2528,653,1,36.88,1,1,1,Lost / Hibernating
2530,99,2,1164.83,3,3,4,Champions
2531,28,2,395.44,4,3,3,Champions
2532,23,4,1409.49,4,4,4,Champions
2533,363,1,24.89,2,1,1,Lost / Hibernating
2534,18,3,1114.9,4,4,4,Champions
2535,201,2,629.99,2,3,3,At Risk (Valuable)
2536,638,2,71.13,1,3,1,Regular
2537,99,1,90.3,3,1,1,New / Promising
2538,159,2,391.33,3,3,3,Champions
2539,386,2,603.95,1,3,3,At Risk (Valuable)
2540,21,6,3111.67,4,4,4,Champions
2541,2,15,4113.51,4,4,4,Champions
2542,315,2,1244.54,2,3,4,At Risk (Valuable)
2544,40,3,261.17,4,4,2,Regular
2547,11,4,3399.94,4,4,4,Champions
2548,521,1,273.96,1,1,2,Lost / Hibernating
2550,40,2,325.2,4,3,2,Regular
2553,430,2,442.35,1,3,3,At Risk (Valuable)
2554,363,2,601.68,2,3,3,At Risk (Valuable)
2558,477,1,121.28,1,1,1,Lost / Hibernating
2559,398,2,197.99,1,3,2,Regular
2560,261,1,196.5,2,1,2,Lost / Hibernating
2561,463,2,241.1,1,3,2,Regular
2565,226,3,487.14,2,4,3,At Risk (Valuable)
2566,111,1,238.36,3,1,2,New / Promising
2567,42,2,286.15,4,3,2,Regular
2569,225,2,1417.01,2,3,4,At Risk (Valuable)
2570,23,2,522.63,4,3,3,Champions
2571,410,1,70.19,1,1,1,Lost / Hibernating
2573,227,2,1193.57,2,3,4,At Risk (Valuable)
2574,139,4,628.95,3,4,3,Champions
2576,167,1,1026.63,3,1,4,New / Promising
2579,69,3,1019.64,3,4,4,Champions
2580,86,2,623.72,3,3,3,Champions
2581,273,1,778.02,2,1,4,Lost / Hibernating
2582,306,1,109.5,2,1,1,Lost / Hibernating
2583,516,1,259.96,1,1,2,Lost / Hibernating
2584,187,1,277.29,2,1,2,Lost / Hibernating
2585,255,3,674.53,2,4,3,At Risk (Valuable)
2587,564,2,138.1,1,3,1,Regular
2588,49,1,80.32,4,1,1,New / Promising
2589,613,1,267.36,1,1,2,Lost / Hibernating
2590,245,2,600.47,2,3,3,At Risk (Valuable)
2591,23,3,456.76,4,4,3,Champions
2592,145,3,809.78,3,4,4,Champions
2594,83,1,154.41,3,1,2,New / Promising
2595,288,2,1705.59,2,3,4,At Risk (Valuable)
2596,57,7,2906.55,3,4,4,Champions
2597,35,2,623.1,4,3,3,Champions
2598,441,1,37.29,1,1,1,Lost / Hibernating
2601,233,1,56.93,2,1,1,Lost / Hibernating
2602,495,1,566.27,1,1,3,Lost / Hibernating
2606,149,6,571.76,3,4,3,Champions
2608,30,5,1708.21,4,4,4,Champions
2609,92,3,257.11,3,4,2,Regular
2610,92,2,150.05,3,3,2,Regular
2611,185,2,115.7,2,3,1,Regular
2612,173,2,50.56,3,3,1,Regular
2613,182,1,1167.15,2,1,4,Lost / Hibernating
2614,466,1,144.17,1,1,1,Lost / Hibernating
2615,341,1,531.08,2,1,3,Lost / Hibernating
2616,355,2,244.67,2,3,2,Regular
2617,382,3,819.75,1,4,4,At Risk (Valuable)
2618,2,2,315.29,4,3,2,Regular
2619,146,3,931.39,3,4,4,Champions
2620,246,2,110.22,2,3,1,Regular
2623,48,3,323.92,4,4,2,Regular
2624,238,1,324.86,2,1,2,Lost / Hibernating
2626,82,3,230.54,3,4,2,Regular
2628,502,1,372.87,1,1,3,Lost / Hibernating
2630,86,3,795.65,3,4,4,Champions
2631,517,1,52.73,1,1,1,Lost / Hibernating
2633,80,2,315.31,3,3,2,Regular
2634,334,1,33.76,2,1,1,Lost / Hibernating
2635,506,1,286.84,1,1,2,Lost / Hibernating
2636,510,1,75.47,1,1,1,Lost / Hibernating
2637,95,2,733.06,3,3,4,Champions
2638,163,3,272.37,3,4,2,Regular
2639,294,3,386.92,2,4,3,At Risk (Valuable)
2640,179,2,145.67,2,3,1,Regular
2642,233,2,425.94,2,3,3,At Risk (Valuable)
2643,102,5,1340.26,3,4,4,Champions
2644,383,3,287.0,1,4,2,Regular
2645,248,1,141.71,2,1,1,Lost / Hibernating
2651,419,1,318.09,1,1,2,Lost / Hibernating
2653,177,2,447.11,2,3,3,At Risk (Valuable)
2655,145,1,156.53,3,1,2,New / Promising
2657,161,3,547.38,3,4,3,Champions
2658,143,2,569.76,3,3,3,Champions
2659,297,1,169.94,2,1,2,Lost / Hibernating
2660,42,1,74.82,4,1,1,New / Promising
2661,76,1,204.47,3,1,2,New / Promising
2665,705,1,228.74,1,1,2,Lost / Hibernating
2666,189,2,203.93,2,3,2,Regular
2667,597,1,51.6,1,1,1,Lost / Hibernating
2668,312,1,205.95,2,1,2,Lost / Hibernating
2669,148,1,60.84,3,1,1,New / Promising
2670,106,5,1684.58,3,4,4,Champions
2671,30,1,159.82,4,1,2,New / Promising
2672,138,4,805.43,3,4,4,Champions
2673,17,2,296.5,4,3,2,Regular
2674,157,2,278.87,3,3,2,Regular
2675,380,2,263.7,1,3,2,Regular
2676,32,9,2783.77,4,4,4,Champions
2678,255,1,415.27,2,1,3,Lost / Hibernating
2679,8,5,1345.39,4,4,4,Champions
2680,14,7,1707.52,4,4,4,Champions
2682,170,2,255.44,3,3,2,Regular
2683,7,2,119.12,4,3,1,Regular
2685,339,2,1300.93,2,3,4,At Risk (Valuable)
2686,551,2,709.75,1,3,4,At Risk (Valuable)
2688,174,1,143.34,3,1,1,New / Promising
2689,141,3,681.66,3,4,3,Champions
2690,159,1,50.16,3,1,1,New / Promising
2691,57,1,44.24,3,1,1,New / Promising
2692,43,4,781.31,4,4,4,Champions
2693,136,1,77.91,3,1,1,New / Promising
2695,73,2,617.28,3,3,3,Champions
2696,399,1,40.48,1,1,1,Lost / Hibernating
2698,628,1,175.97,1,1,2,Lost / Hibernating
2699,411,1,171.56,1,1,2,Lost / Hibernating
2700,58,2,160.26,3,3,2,Regular
2701,56,3,562.04,4,4,3,Champions
2702,442,3,530.44,1,4,3,At Risk (Valuable)
2706,237,1,102.91,2,1,1,Lost / Hibernating
2707,392,2,457.45,1,3,3,At Risk (Valuable)
2711,37,12,2908.16,4,4,4,Champions
2713,5,2,1173.54,4,3,4,Champions
2714,85,2,774.22,3,3,4,Champions
2717,171,2,104.97,3,3,1,Regular
2718,62,4,1295.62,3,4,4,Champions
2721,148,2,633.25,3,3,3,Champions
2722,513,1,330.67,1,1,2,Lost / Hibernating
2723,132,3,767.71,3,4,4,Champions
2724,12,3,1548.44,4,4,4,Champions
2725,176,2,112.82,2,3,1,Regular
2728,235,2,233.43,2,3,2,Regular
2730,392,2,782.38,1,3,4,At Risk (Valuable)
2731,52,1,425.57,4,1,3,New / Promising
2733,290,3,533.88,2,4,3,At Risk (Valuable)
2734,252,3,342.97,2,4,3,At Risk (Valuable)
2735,453,1,157.2,1,1,2,Lost / Hibernating
2736,141,3,436.63,3,4,3,Champions
2737,123,4,969.15,3,4,4,Champions
2738,17,2,288.61,4,3,2,Regular
2739,12,5,638.6,4,4,3,Champions
2740,23,2,114.21,4,3,1,Regular
2741,497,1,370.5,1,1,3,Lost / Hibernating
2742,712,1,52.71,1,1,1,Lost / Hibernating
2743,662,1,221.29,1,1,2,Lost / Hibernating
2744,613,1,387.3,1,1,3,Lost / Hibernating
2745,48,2,120.58,4,3,1,Regular
2746,162,9,2828.48,3,4,4,Champions
2747,278,2,1483.81,2,3,4,At Risk (Valuable)
2748,1,15,6025.53,4,4,4,Champions
2749,313,2,193.89,2,3,2,Regular
2750,476,1,207.45,1,1,2,Lost / Hibernating
2751,4,4,1190.09,4,4,4,Champions
2752,18,4,551.93,4,4,3,Champions
2753,156,2,108.09,3,3,1,Regular
2754,389,3,588.01,1,4,3,At Risk (Valuable)
2757,250,3,950.75,2,4,4,At Risk (Valuable)
2758,147,1,348.18,3,1,3,New / Promising
2759,38,3,395.2,4,4,3,Champions
2760,38,1,474.4,4,1,3,New / Promising
2761,101,4,886.03,3,4,4,Champions
2762,139,2,508.8,3,3,3,Champions
2763,8,2,885.99,4,3,4,Champions
2764,156,1,487.19,3,1,3,New / Promising
2765,338,1,246.38,2,1,2,Lost / Hibernating
2766,426,1,118.68,1,1,1,Lost / Hibernating
2767,8,2,533.83,4,3,3,Champions
2772,89,1,165.89,3,1,2,New / Promising
2774,417,2,824.55,1,3,4,At Risk (Valuable)
2775,28,1,628.33,4,1,3,New / Promising
2777,597,1,198.77,1,1,2,Lost / Hibernating
2779,3,3,966.88,4,4,4,Champions
2780,68,3,1723.61,3,4,4,Champions
2782,630,1,163.58,1,1,2,Lost / Hibernating
2783,202,1,118.82,2,1,1,Lost / Hibernating
2784,315,1,752.54,2,1,4,Lost / Hibernating
2785,198,1,202.59,2,1,2,Lost / Hibernating
2786,711,1,65.06,1,1,1,Lost / Hibernating
2787,124,2,459.76,3,3,3,Champions
2791,343,2,204.85,2,3,2,Regular
2792,366,1,345.48,2,1,3,Lost / Hibernating
2793,51,2,613.62,4,3,3,Champions
2794,20,1,36.81,4,1,1,New / Promising
2795,327,1,383.05,2,1,3,Lost / Hibernating
2796,499,1,29.76,1,1,1,Lost / Hibernating
2798,678,1,110.22,1,1,1,Lost / Hibernating
2799,52,1,143.28,4,1,1,New / Promising
2801,93,2,456.66,3,3,3,Champions
2802,166,5,901.86,3,4,4,Champions
2803,145,3,331.78,3,4,2,Regular
2804,320,1,421.32,2,1,3,Lost / Hibernating
2805,501,1,258.12,1,1,2,Lost / Hibernating
2808,25,3,1075.71,4,4,4,Champions
2810,5,4,818.26,4,4,4,Champions
2815,67,2,207.51,3,3,2,Regular
2816,25,1,87.36,4,1,1,New / Promising
2817,40,7,1436.49,4,4,4,Champions
2818,417,1,5.8,1,1,1,Lost / Hibernating
2820,494,1,86.8,1,1,1,Lost / Hibernating
2821,212,1,27.9,2,1,1,Lost / Hibernating
2822,456,1,89.39,1,1,1,Lost / Hibernating
2823,30,2,977.1,4,3,4,Champions
2825,222,2,468.12,2,3,3,At Risk (Valuable)
2827,230,1,214.75,2,1,2,Lost / Hibernating
2828,558,1,168.49,1,1,2,Lost / Hibernating
2829,163,2,496.94,3,3,3,Champions
2832,720,1,84.7,1,1,1,Lost / Hibernating
2833,57,2,133.29,3,3,1,Regular
2834,28,2,710.9,4,3,4,Champions
2835,408,1,103.9,1,1,1,Lost / Hibernating
2836,610,1,69.43,1,1,1,Lost / Hibernating
2837,238,1,1062.89,2,1,4,Lost / Hibernating
2839,563,1,182.97,1,1,2,Lost / Hibernating
2840,131,3,437.32,3,4,3,Champions
2843,15,4,777.47,4,4,4,Champions
2844,257,1,129.86,2,1,1,Lost / Hibernating
2845,259,2,313.79,2,3,2,Regular
2846,5,3,603.18,4,4,3,Champions
2848,74,5,470.3,3,4,3,Champions
2849,538,1,812.45,1,1,4,Lost / Hibernating
2851,40,2,147.53,4,3,2,Regular
2854,26,3,366.09,4,4,3,Champions
2855,31,1,537.26,4,1,3,New / Promising
2856,55,2,1003.05,4,3,4,Champions
2858,40,5,2303.96,4,4,4,Champions
2860,329,3,162.48,2,4,2,Regular
2863,582,2,263.2,1,3,2,Regular
2864,328,1,113.47,2,1,1,Lost / Hibernating
2865,29,2,316.92,4,3,2,Regular
2866,642,1,59.27,1,1,1,Lost / Hibernating
2867,573,2,722.76,1,3,4,At Risk (Valuable)
2868,325,1,135.35,2,1,1,Lost / Hibernating
2870,146,1,218.18,3,1,2,New / Promising
2871,14,4,603.51,4,4,3,Champions
2872,81,1,21.95,3,1,1,New / Promising
2876,329,2,285.88,2,3,2,Regular
2877,399,1,54.97,1,1,1,Lost / Hibernating
2879,16,3,531.62,4,4,3,Champions
2880,269,4,610.18,2,4,3,At Risk (Valuable)
2881,53,3,305.23,4,4,2,Regular
2882,181,1,181.64,2,1,2,Lost / Hibernating
2887,230,1,11.6,2,1,1,Lost / Hibernating
2889,40,1,138.02,4,1,1,New / Promising
2890,6,32,8635.06,4,4,4,Champions
2892,44,3,445.22,4,4,3,Champions
2894,6,10,2830.99,4,4,4,Champions
2895,184,1,286.52,2,1,2,Lost / Hibernating
2896,24,1,180.55,4,1,2,New / Promising
2897,13,2,1388.01,4,3,4,Champions
