order_item_id,order_id,customer_id,product_id,date_key,channel_id,quantity,unit_price,discount,line_revenue,order_status,payment_method
5382,3178,1435,38,20251123,6,4,11.16,0.0,44.64,completed,credit_card
5383,3179,4739,9,20251119,5,1,41.65,0.05,39.57,completed,paypal
5384,3180,5305,143,20241114,6,4,15.06,0.05,57.23,completed,debit_card
5385,3180,5305,112,20241114,6,4,62.25,0.05,236.55,completed,debit_card
5386,3181,1402,83,20251124,5,1,248.48,0.05,236.06,completed,bank_transfer
5387,3181,1402,65,20251124,5,1,136.05,0.1,122.44,completed,bank_transfer
5388,3182,6985,66,20251230,4,1,220.86,0.1,198.77,completed,bank_transfer
5389,3183,3438,125,20251021,1,1,108.17,0.0,108.17,completed,credit_card
5390,3183,3438,147,20251021,1,2,21.44,0.15,36.45,completed,credit_card
5391,3184,8519,67,20251101,1,1,62.43,0.0,62.43,completed,paypal
5392,3185,3572,124,20240919,1,1,18.7,0.1,16.83,completed,bank_transfer
5393,3186,1436,26,20250508,3,1,72.79,0.0,72.79,completed,paypal
5394,3187,7000,89,20240326,1,2,40.58,0.0,81.16,completed,bank_transfer
5395,3188,5247,62,20240423,1,1,54.56,0.05,51.83,completed,credit_card
5396,3189,3560,93,20251231,5,2,34.06,0.15,57.9,completed,bank_transfer
5397,3190,3284,150,20241115,3,1,84.26,0.15,71.62,completed,bank_transfer
5398,3191,1447,121,20250409,3,1,135.79,0.0,135.79,completed,debit_card
5399,3192,3149,83,20251010,1,1,242.87,0.05,230.73,completed,bank_transfer
5400,3193,293,95,20251107,4,3,45.38,0.0,136.14,completed,credit_card
5401,3194,4644,96,20251231,6,1,17.78,0.15,15.11,completed,paypal
5402,3195,8293,41,20241209,3,4,123.9,0.05,470.82,completed,credit_card
5403,3196,7367,140,20240224,1,2,21.54,0.1,38.77,completed,paypal
5404,3197,288,135,20241228,5,1,28.51,0.1,25.66,completed,paypal
5405,3197,288,80,20241228,5,4,10.86,0.1,39.1,completed,paypal
5406,3198,8150,147,20240528,3,1,20.84,0.0,20.84,completed,bank_transfer
5407,3199,4176,132,20240201,1,2,70.89,0.0,141.78,completed,bank_transfer
5408,3200,1813,95,20241203,2,2,45.38,0.0,90.76,completed,paypal
5409,3201,6956,26,20250926,2,1,70.34,0.0,70.34,returned,paypal
5410,3202,2997,101,20250430,4,4,17.96,0.0,71.84,completed,bank_transfer
5411,3203,2380,50,20240711,3,2,13.21,0.0,26.42,completed,bank_transfer
5412,3204,1533,18,20250107,2,3,87.03,0.0,261.09,completed,debit_card
5413,3204,1533,98,20250107,2,3,81.02,0.0,243.06,completed,debit_card
5414,3205,4491,105,20240904,3,1,56.79,0.1,51.11,completed,bank_transfer
5415,3205,4491,62,20240904,3,1,53.68,0.05,51.0,completed,bank_transfer
5416,3205,4491,114,20240904,3,1,594.14,0.1,534.73,completed,bank_transfer
5417,3205,4491,139,20240904,3,1,138.03,0.0,138.03,completed,bank_transfer
5418,3206,914,52,20240121,2,2,44.97,0.05,85.44,completed,debit_card
5419,3207,7264,83,20250914,6,1,240.65,0.05,228.62,completed,paypal
5420,3208,4350,59,20250609,6,3,89.21,0.0,267.63,completed,paypal
5421,3208,4350,68,20250609,6,2,158.03,0.0,316.06,completed,paypal
5422,3209,4129,68,20250913,1,4,158.12,0.0,632.48,completed,credit_card
5423,3210,18,6,20240222,4,2,51.35,0.0,102.7,returned,paypal
5424,3211,7573,122,20251028,5,1,29.33,0.1,26.4,returned,debit_card
5425,3212,4553,12,20250606,2,5,42.98,0.15,182.66,completed,paypal
5426,3213,4052,153,20250428,5,2,35.93,0.05,68.27,cancelled,debit_card
5427,3214,7034,154,20251006,3,1,81.67,0.05,77.59,completed,bank_transfer
5428,3214,7034,141,20251006,3,1,78.04,0.0,78.04,completed,bank_transfer
5429,3215,611,69,20251109,5,2,88.4,0.0,176.8,completed,credit_card
5430,3216,3377,103,20250515,3,3,46.57,0.15,118.75,completed,debit_card
5431,3217,5323,81,20250511,4,1,52.39,0.15,44.53,completed,debit_card
5432,3217,5323,126,20250511,4,2,455.74,0.0,911.48,completed,debit_card
5433,3218,4250,43,20251228,3,2,57.48,0.0,114.96,completed,bank_transfer
5434,3218,4250,121,20251228,3,1,134.97,0.1,121.47,completed,bank_transfer
5435,3218,4250,92,20251228,3,2,157.36,0.15,267.51,completed,bank_transfer
5436,3219,1719,31,20250909,1,2,37.92,0.15,64.46,completed,credit_card
5437,3220,2791,65,20250123,6,1,136.45,0.05,129.63,completed,bank_transfer
5438,3221,2801,50,20250808,6,1,13.06,0.15,11.1,completed,debit_card
5439,3222,-1,35,20241217,2,1,133.51,0.15,113.48,cancelled,credit_card
5440,3223,3019,79,20240901,3,2,70.62,0.05,134.18,completed,credit_card
5441,3223,3019,155,20240901,3,2,84.85,0.05,161.21,completed,credit_card
5442,3223,3019,67,20240901,3,1,61.04,0.0,61.04,completed,credit_card
5443,3224,1940,57,20250522,1,1,31.25,0.0,31.25,cancelled,credit_card
5444,3225,7611,152,20250512,4,2,87.82,0.05,166.86,completed,debit_card
5445,3225,7611,154,20250512,4,1,79.02,0.0,79.02,completed,debit_card
5446,3226,3887,140,20250612,3,1,21.82,0.0,21.82,completed,debit_card
5447,3227,4094,49,20241123,6,1,87.38,0.0,87.38,completed,bank_transfer
5448,3227,4094,12,20241123,6,1,42.25,0.0,42.25,completed,bank_transfer
5449,3228,5063,91,20250304,5,2,72.19,0.0,144.38,completed,debit_card
5450,3229,5489,141,20240817,1,1,78.16,0.1,70.34,completed,bank_transfer
5451,3229,5489,52,20240817,1,1,46.35,0.1,41.72,completed,bank_transfer
5452,3229,5489,106,20240817,1,2,94.09,0.05,178.77,completed,bank_transfer
5453,3229,5489,78,20240817,1,3,50.33,0.1,135.89,completed,bank_transfer
5454,3230,5435,135,20251230,3,3,27.9,0.0,83.7,completed,bank_transfer
5455,3230,5435,44,20251230,3,1,48.63,0.0,48.63,completed,bank_transfer
5456,3231,343,61,20251225,5,2,42.1,0.15,71.57,completed,bank_transfer
5457,3232,7583,32,20250628,2,2,346.88,0.0,693.76,completed,paypal
5458,3232,7583,160,20250628,2,2,117.93,0.0,235.86,completed,paypal
5459,3232,7583,118,20250628,2,1,22.33,0.0,22.33,completed,paypal
5460,3233,1854,30,20251009,5,2,49.98,0.0,99.96,completed,bank_transfer
5461,3233,1854,130,20251009,5,2,42.25,0.15,71.82,completed,bank_transfer
5462,3234,2736,54,20250813,2,1,114.54,0.0,114.54,completed,credit_card
5463,3234,2736,8,20250813,2,2,128.51,0.0,257.02,completed,credit_card
5464,3235,1646,81,20250519,5,1,52.86,0.1,47.57,completed,bank_transfer
5465,3236,7081,18,20240310,1,1,87.52,0.05,83.14,cancelled,paypal
5466,3236,7081,125,20240310,1,2,110.92,0.05,210.75,cancelled,paypal
5467,3236,7081,160,20240310,1,5,119.27,0.0,596.35,cancelled,paypal
5468,3237,5368,80,20250203,1,1,11.14,0.0,11.14,completed,credit_card
5469,3238,6981,141,20250716,2,1,80.22,0.0,80.22,completed,paypal
5470,3238,6981,96,20250716,2,3,17.38,0.0,52.14,completed,paypal
5471,3239,6047,15,20250718,5,3,14.02,0.1,37.85,completed,bank_transfer
5472,3240,1022,101,20241209,3,4,18.6,0.15,63.24,cancelled,credit_card
5473,3241,2812,146,20251210,4,1,133.92,0.15,113.83,returned,debit_card
5474,3241,2812,36,20251210,4,2,21.8,0.0,43.6,returned,debit_card
5475,3241,2812,40,20251210,4,1,79.49,0.05,75.52,returned,debit_card
5476,3242,4696,77,20240407,2,1,68.59,0.0,68.59,completed,paypal
5477,3243,2846,150,20250313,3,3,83.28,0.1,224.86,completed,credit_card
5478,3244,1959,128,20250727,6,2,38.67,0.0,77.34,completed,credit_card
5479,3245,8045,6,20250801,4,3,52.94,0.15,135.0,completed,debit_card
5480,3245,8045,96,20250801,4,2,17.39,0.1,31.3,completed,debit_card
5481,3246,6911,12,20250627,4,1,41.96,0.15,35.67,completed,bank_transfer
5482,3246,6911,111,20250627,4,1,11.78,0.1,10.6,completed,bank_transfer
5483,3246,6911,23,20250627,4,4,68.69,0.15,233.55,completed,bank_transfer
5484,3246,6911,45,20250627,4,2,16.81,0.05,31.94,completed,bank_transfer
5485,3247,3189,95,20241011,4,5,46.15,0.1,207.68,completed,paypal
5486,3248,7060,47,20240623,4,1,43.14,0.05,40.98,completed,debit_card
5487,3248,7060,76,20240623,4,3,139.52,0.05,397.63,completed,debit_card
5488,3248,7060,66,20240623,4,2,225.41,0.0,450.82,completed,debit_card
5489,3249,5788,1,20250618,6,2,103.01,0.15,175.12,completed,bank_transfer
5490,3250,37,46,20250523,3,2,34.24,0.15,58.21,completed,debit_card
5491,3250,37,92,20250523,3,3,151.89,0.1,410.1,completed,debit_card
5492,3250,37,17,20250523,3,1,25.84,0.0,25.84,completed,debit_card
5493,3250,37,104,20250523,3,2,31.42,0.1,56.56,completed,debit_card
5494,3251,-1,127,20240716,4,1,26.5,0.05,25.17,completed,paypal
5495,3252,2721,86,20250806,6,2,42.17,0.0,84.34,completed,paypal
5496,3252,2721,127,20250806,6,1,27.05,0.15,22.99,completed,paypal
5497,3253,2058,135,20250402,1,2,28.0,0.0,56.0,completed,paypal
5498,3253,2058,47,20250402,1,1,42.28,0.15,35.94,completed,paypal
5499,3253,2058,67,20250402,1,4,61.68,0.15,209.71,completed,paypal
5500,3254,2367,134,20250711,1,2,99.24,0.15,168.71,completed,credit_card
5501,3255,8693,120,20251028,1,5,130.65,0.0,653.25,completed,bank_transfer
5502,3256,4488,89,20240707,6,1,39.85,0.0,39.85,completed,debit_card
5503,3257,7837,139,20240127,3,1,136.15,0.05,129.34,completed,paypal
5504,3258,2022,92,20250923,3,1,159.31,0.1,143.38,completed,bank_transfer
5505,3259,1651,146,20250530,5,4,130.78,0.0,523.12,completed,debit_card
5506,3259,1651,5,20250530,5,3,51.81,0.0,155.43,completed,debit_card
5507,3260,8219,23,20250802,2,1,67.47,0.05,64.1,completed,paypal
5508,3261,4579,20,20251028,6,1,18.4,0.15,15.64,completed,bank_transfer
5509,3262,8278,60,20250810,1,3,155.54,0.15,396.63,completed,credit_card
5510,3262,8278,146,20250810,1,2,134.32,0.0,268.64,completed,credit_card
5511,3263,612,64,20251217,6,1,21.71,0.0,21.71,completed,bank_transfer
5512,3263,612,88,20251217,6,2,88.36,0.1,159.05,completed,bank_transfer
5513,3263,612,146,20251217,6,1,128.35,0.0,128.35,completed,bank_transfer
5514,3263,612,19,20251217,6,1,28.84,0.0,28.84,completed,bank_transfer
5515,3264,8477,28,20250409,2,2,88.86,0.0,177.72,completed,bank_transfer
5516,3264,8477,57,20250409,2,1,29.85,0.0,29.85,completed,bank_transfer
5517,3265,3826,111,20250403,3,1,11.4,0.1,10.26,returned,bank_transfer
5518,3266,1496,6,20241223,2,2,53.18,0.0,106.36,completed,bank_transfer
5519,3267,6332,97,20240621,2,1,82.72,0.1,74.45,returned,credit_card
5520,3268,7383,103,20250505,4,2,46.59,0.0,93.18,completed,bank_transfer
5521,3268,7383,138,20250505,4,2,49.85,0.1,89.73,completed,bank_transfer
5522,3269,462,92,20241012,5,1,157.32,0.0,157.32,completed,debit_card
5523,3270,-1,1,20250312,1,1,101.97,0.0,101.97,completed,bank_transfer
5524,3270,-1,143,20250312,1,1,15.68,0.15,13.33,completed,bank_transfer
5525,3270,-1,159,20250312,1,5,22.58,0.05,107.25,completed,bank_transfer
5526,3271,6451,89,20250512,5,2,40.01,0.0,80.02,completed,paypal
5527,3272,2981,148,20250519,6,3,20.28,0.0,60.84,completed,credit_card
5528,3273,1454,101,20241130,4,1,18.19,0.05,17.28,completed,credit_card
5529,3274,3611,74,20240309,1,3,259.18,0.1,699.79,completed,bank_transfer
5530,3275,2072,81,20240213,2,1,53.01,0.0,53.01,returned,paypal
5531,3275,2072,79,20240213,2,2,71.86,0.0,143.72,returned,paypal
5532,3276,4566,31,20250501,6,1,38.0,0.0,38.0,completed,paypal
5533,3277,7224,58,20240413,2,1,49.96,0.0,49.96,cancelled,debit_card
5534,3277,7224,125,20240413,2,3,111.53,0.0,334.59,cancelled,debit_card
5535,3278,-1,145,20250528,3,4,80.26,0.15,272.88,completed,credit_card
5536,3278,-1,11,20250528,3,3,42.9,0.0,128.7,completed,credit_card
5537,3279,4021,38,20251116,3,3,11.24,0.0,33.72,returned,paypal
5538,3280,1163,63,20251117,4,4,24.04,0.0,96.16,completed,credit_card
5539,3280,1163,41,20251117,4,1,128.89,0.05,122.45,completed,credit_card
5540,3280,1163,150,20251117,4,3,86.38,0.0,259.14,completed,credit_card
5541,3281,8835,8,20250507,4,1,127.66,0.1,114.89,completed,paypal
5542,3282,2541,73,20240816,6,4,64.46,0.05,244.95,completed,bank_transfer
5543,3283,2609,134,20251109,4,2,100.23,0.0,200.46,returned,credit_card
5544,3284,5959,14,20251118,3,1,11.78,0.0,11.78,completed,debit_card
5545,3284,5959,44,20251118,3,2,50.45,0.1,90.81,completed,debit_card
5546,3285,7117,18,20240208,5,2,84.18,0.0,168.36,completed,bank_transfer
5547,3286,-1,130,20250828,1,1,40.32,0.0,40.32,completed,credit_card
5548,3287,8946,123,20241020,5,3,233.31,0.1,629.94,completed,bank_transfer
5549,3288,8463,104,20251008,6,1,32.25,0.05,30.64,completed,paypal
5550,3289,4017,86,20251230,5,2,41.44,0.05,78.74,completed,bank_transfer
5551,3290,1584,61,20240211,4,1,43.24,0.0,43.24,completed,debit_card
5552,3291,5371,114,20251123,1,2,589.13,0.1,1060.43,completed,credit_card
5553,3292,177,10,20250609,1,1,106.3,0.0,106.3,completed,credit_card
5554,3292,177,84,20250609,1,3,41.21,0.0,123.63,completed,credit_card
5555,3292,177,139,20250609,1,1,136.51,0.0,136.51,completed,credit_card
5556,3293,1863,147,20251222,5,1,21.72,0.0,21.72,completed,paypal
5557,3294,25,33,20251202,6,2,64.03,0.05,121.66,completed,bank_transfer
5558,3294,25,125,20251202,6,1,108.36,0.05,102.94,completed,bank_transfer
5559,3294,25,24,20251202,6,1,18.08,0.0,18.08,completed,bank_transfer
5560,3295,1709,95,20250211,5,1,46.4,0.1,41.76,completed,paypal
5561,3295,1709,156,20250211,5,1,33.83,0.0,33.83,completed,paypal
5562,3296,4385,75,20240320,4,1,6.22,0.05,5.91,completed,paypal
5563,3296,4385,95,20240320,4,2,45.83,0.0,91.66,completed,paypal
5564,3296,4385,5,20240320,4,1,51.8,0.0,51.8,completed,paypal
5565,3297,3620,54,20241119,3,4,111.46,0.0,445.84,completed,bank_transfer
5566,3298,3403,130,20240325,6,2,40.72,0.0,81.44,completed,bank_transfer
5567,3298,3403,85,20240325,6,1,31.17,0.0,31.17,completed,bank_transfer
5568,3298,3403,37,20240325,6,2,80.05,0.15,136.08,completed,bank_transfer
5569,3299,7686,56,20251222,4,2,153.88,0.1,276.98,completed,paypal
5570,3300,6247,123,20251016,6,3,227.25,0.15,579.49,completed,credit_card
5571,3300,6247,120,20251016,6,1,129.51,0.0,129.51,completed,credit_card
5572,3301,8641,84,20250411,6,1,40.89,0.05,38.85,completed,bank_transfer
5573,3301,8641,146,20250411,6,1,133.28,0.05,126.62,completed,bank_transfer
5574,3302,4109,47,20250912,3,1,42.85,0.0,42.85,completed,credit_card
5575,3302,4109,58,20250912,3,2,50.48,0.0,100.96,completed,credit_card
5576,3303,2552,117,20240413,6,1,61.73,0.15,52.47,returned,debit_card
5577,3303,2552,79,20240413,6,1,69.3,0.0,69.3,returned,debit_card
5578,3304,-1,72,20241215,1,1,263.35,0.0,263.35,cancelled,bank_transfer
5579,3304,-1,86,20241215,1,4,42.25,0.15,143.65,cancelled,bank_transfer
5580,3304,-1,82,20241215,1,1,89.03,0.0,89.03,cancelled,bank_transfer
5581,3305,6219,129,20240330,1,4,69.8,0.0,279.2,completed,credit_card
5582,3305,6219,128,20240330,1,4,38.84,0.0,155.36,completed,credit_card
5583,3306,7784,65,20240816,1,3,133.32,0.0,399.96,completed,paypal
5584,3306,7784,144,20240816,1,1,76.36,0.0,76.36,completed,paypal
5585,3306,7784,123,20240816,1,2,226.17,0.15,384.49,completed,paypal
5586,3307,1745,118,20240902,1,3,22.22,0.0,66.66,completed,bank_transfer
5587,3307,1745,106,20240902,1,3,94.82,0.0,284.46,completed,bank_transfer
5588,3308,8129,78,20250216,2,2,49.78,0.1,89.6,returned,bank_transfer
5589,3308,8129,26,20250216,2,2,73.04,0.15,124.17,returned,bank_transfer
5590,3309,4871,30,20241005,4,1,49.83,0.05,47.34,completed,bank_transfer
5591,3309,4871,132,20241005,4,1,69.99,0.15,59.49,completed,bank_transfer
5592,3309,4871,100,20241005,4,5,53.65,0.1,241.42,completed,bank_transfer
5593,3310,1380,86,20240429,2,1,40.47,0.0,40.47,completed,paypal
5594,3310,1380,101,20240429,2,3,17.89,0.0,53.67,completed,paypal
5595,3311,5935,139,20240407,4,1,136.4,0.05,129.58,returned,bank_transfer
5596,3311,5935,108,20240407,4,1,75.6,0.0,75.6,returned,bank_transfer
5597,3311,5935,103,20240407,4,2,47.25,0.1,85.05,returned,bank_transfer
5598,3312,4814,31,20240614,5,1,37.52,0.05,35.64,completed,credit_card
5599,3312,4814,131,20240614,5,3,16.25,0.05,46.31,completed,credit_card
5600,3313,284,108,20251222,6,1,78.01,0.0,78.01,completed,paypal
5601,3314,3667,21,20250911,5,1,244.39,0.0,244.39,completed,credit_card
5602,3314,3667,98,20250911,5,1,83.68,0.15,71.13,completed,credit_card
5603,3314,3667,152,20250911,5,1,90.35,0.05,85.83,completed,credit_card
5604,3314,3667,1,20250911,5,1,100.73,0.0,100.73,completed,credit_card
5605,3315,7255,80,20251220,3,1,10.84,0.0,10.84,completed,paypal
5606,3315,7255,78,20251220,3,1,49.03,0.0,49.03,completed,paypal
5607,3315,7255,146,20251220,3,2,134.56,0.15,228.75,completed,paypal
5608,3315,7255,6,20251220,3,1,51.5,0.1,46.35,completed,paypal
5609,3316,5128,105,20250120,1,1,57.18,0.15,48.6,completed,paypal
5610,3316,5128,81,20250120,1,1,53.36,0.0,53.36,completed,paypal
5611,3317,2650,138,20241013,3,1,49.78,0.0,49.78,cancelled,bank_transfer
5612,3317,2650,128,20241013,3,2,40.03,0.0,80.06,cancelled,bank_transfer
5613,3317,2650,154,20241013,3,3,81.41,0.15,207.6,cancelled,bank_transfer
5614,3317,2650,134,20241013,3,1,101.76,0.0,101.76,cancelled,bank_transfer
5615,3318,8590,11,20251005,6,2,43.04,0.0,86.08,cancelled,debit_card
5616,3319,2236,7,20241114,1,1,274.13,0.1,246.72,completed,paypal
5617,3319,2236,57,20241114,1,2,30.49,0.05,57.93,completed,paypal
5618,3320,2375,23,20241030,2,1,69.81,0.0,69.81,completed,paypal
5619,3320,2375,141,20241030,2,1,81.17,0.15,68.99,completed,paypal
5620,3320,2375,10,20241030,2,1,107.14,0.1,96.43,completed,paypal
5621,3321,3270,30,20240509,2,4,49.35,0.0,197.4,cancelled,bank_transfer
5622,3321,3270,45,20240509,2,3,17.55,0.0,52.65,cancelled,bank_transfer
5623,3322,8271,149,20240528,1,3,104.6,0.1,282.42,cancelled,credit_card
5624,3323,4700,135,20240925,3,2,28.7,0.1,51.66,completed,debit_card
5625,3323,4700,92,20240925,3,2,156.3,0.15,265.71,completed,debit_card
5626,3324,6318,113,20241130,6,3,69.71,0.0,209.13,completed,paypal
5627,3324,6318,18,20241130,6,3,86.71,0.15,221.11,completed,paypal
5628,3325,-1,10,20250715,4,2,107.87,0.0,215.74,completed,bank_transfer
5629,3326,7238,157,20240321,2,1,340.27,0.05,323.26,completed,bank_transfer
5630,3326,7238,104,20240321,2,1,31.52,0.1,28.37,completed,bank_transfer
5631,3326,7238,28,20240321,2,2,89.65,0.0,179.3,completed,bank_transfer
5632,3327,1637,6,20240815,5,1,52.08,0.15,44.27,completed,bank_transfer
5633,3328,7296,73,20251110,5,1,63.67,0.1,57.3,completed,paypal
5634,3329,6917,14,20240614,5,3,11.46,0.1,30.94,completed,paypal
5635,3329,6917,151,20240614,5,1,82.44,0.15,70.07,completed,paypal
5636,3329,6917,31,20240614,5,1,37.63,0.15,31.99,completed,paypal
5637,3330,2189,137,20241123,6,1,32.58,0.15,27.69,completed,paypal
5638,3331,3014,121,20250911,3,3,133.71,0.05,381.07,completed,credit_card
5639,3332,6569,53,20240622,2,3,35.83,0.0,107.49,completed,bank_transfer
5640,3332,6569,12,20240622,2,3,42.28,0.1,114.16,completed,bank_transfer
5641,3332,6569,133,20240622,2,2,25.17,0.0,50.34,completed,bank_transfer
5642,3333,2243,15,20241104,4,4,13.61,0.0,54.44,completed,debit_card
5643,3333,2243,47,20241104,4,2,42.01,0.0,84.02,completed,debit_card
5644,3334,1969,19,20250103,5,2,28.92,0.0,57.84,completed,paypal
5645,3334,1969,125,20250103,5,1,112.66,0.0,112.66,completed,paypal
5646,3335,6513,108,20240111,5,1,77.05,0.05,73.2,returned,credit_card
5647,3335,6513,127,20240111,5,2,27.12,0.05,51.53,returned,credit_card
5648,3335,6513,82,20240111,5,1,90.41,0.0,90.41,returned,credit_card
5649,3335,6513,45,20240111,5,3,16.86,0.1,45.52,returned,credit_card
5650,3336,8143,40,20250428,1,1,78.01,0.15,66.31,completed,paypal
5651,3336,8143,135,20250428,1,3,28.33,0.05,80.74,completed,paypal
5652,3336,8143,28,20250428,1,1,90.13,0.1,81.12,completed,paypal
5653,3336,8143,18,20250428,1,1,85.39,0.0,85.39,completed,paypal
5654,3337,736,76,20251008,6,1,138.47,0.0,138.47,completed,paypal
5655,3338,4116,52,20240604,2,2,46.45,0.0,92.9,completed,debit_card
5656,3338,4116,20,20240604,2,1,18.42,0.15,15.66,completed,debit_card
5657,3339,5598,44,20250510,6,1,49.64,0.1,44.68,completed,credit_card
5658,3340,6255,21,20250317,5,1,237.83,0.1,214.05,completed,credit_card
5659,3341,-1,148,20240611,1,1,19.85,0.15,16.87,completed,paypal
5660,3342,6325,86,20251006,4,1,42.36,0.0,42.36,completed,paypal
5661,3342,6325,70,20251006,4,3,36.28,0.1,97.96,completed,paypal
5662,3342,6325,3,20251006,4,1,116.95,0.1,105.26,completed,paypal
5663,3343,5714,121,20240910,6,3,129.87,0.15,331.17,completed,bank_transfer
5664,3343,5714,126,20240910,6,1,455.77,0.05,432.98,completed,bank_transfer
5665,3344,-1,28,20250403,4,1,90.28,0.1,81.25,returned,bank_transfer
5666,3344,-1,1,20250403,4,1,100.13,0.15,85.11,returned,bank_transfer
5667,3344,-1,75,20250403,4,1,6.19,0.0,6.19,returned,bank_transfer
5668,3344,-1,10,20250403,4,1,106.18,0.05,100.87,returned,bank_transfer
5669,3345,597,96,20240411,4,4,17.61,0.1,63.4,completed,bank_transfer
5670,3346,729,124,20250208,4,2,18.6,0.0,37.2,completed,credit_card
5671,3347,5176,13,20241103,3,1,79.88,0.1,71.89,cancelled,paypal
5672,3347,5176,93,20241103,3,1,34.76,0.0,34.76,cancelled,paypal
5673,3347,5176,4,20241103,3,5,260.36,0.0,1301.8,cancelled,paypal
5674,3347,5176,67,20241103,3,3,62.25,0.0,186.75,cancelled,paypal
5675,3348,3304,71,20251019,2,1,90.77,0.1,81.69,completed,debit_card
5676,3348,3304,24,20251019,2,2,17.67,0.0,35.34,completed,debit_card
5677,3348,3304,140,20251019,2,1,21.68,0.0,21.68,completed,debit_card
5678,3349,948,88,20240314,5,4,86.78,0.0,347.12,completed,debit_card
5679,3349,948,61,20240314,5,1,43.05,0.0,43.05,completed,debit_card
5680,3349,948,76,20240314,5,1,137.25,0.0,137.25,completed,debit_card
5681,3350,2860,153,20250101,4,2,35.2,0.15,59.84,completed,credit_card
5682,3351,6242,64,20250207,5,2,22.03,0.0,44.06,completed,credit_card
5683,3352,8143,158,20250820,1,4,101.9,0.05,387.22,completed,bank_transfer
5684,3353,925,94,20250506,3,1,47.18,0.0,47.18,completed,bank_transfer
5685,3354,4990,11,20250710,2,1,43.36,0.05,41.19,completed,bank_transfer
5686,3355,2761,96,20250922,1,2,17.08,0.0,34.16,completed,bank_transfer
5687,3356,6175,108,20251108,1,1,77.38,0.0,77.38,cancelled,debit_card
5688,3356,6175,101,20251108,1,2,17.82,0.0,35.64,cancelled,debit_card
5689,3356,6175,71,20251108,1,1,92.0,0.1,82.8,cancelled,debit_card
5690,3356,6175,155,20251108,1,3,84.49,0.0,253.47,cancelled,debit_card
5691,3357,5065,65,20241107,3,1,133.21,0.15,113.23,completed,bank_transfer
5692,3358,8575,131,20251104,6,3,16.22,0.1,43.79,completed,debit_card
5693,3358,8575,139,20251104,6,1,134.5,0.0,134.5,completed,debit_card
5694,3359,371,112,20251030,3,3,64.33,0.1,173.69,completed,bank_transfer
5695,3360,4343,132,20251228,4,3,69.61,0.1,187.95,completed,credit_card
5696,3360,4343,142,20251228,4,1,208.68,0.0,208.68,completed,credit_card
5697,3361,1830,18,20251120,3,1,84.58,0.15,71.89,completed,credit_card
5698,3361,1830,113,20251120,3,3,67.21,0.15,171.39,completed,credit_card
5699,3361,1830,73,20251120,3,1,62.88,0.05,59.74,completed,credit_card
5700,3362,4955,128,20241208,1,2,38.9,0.0,77.8,completed,paypal
5701,3362,4955,45,20241208,1,2,17.24,0.1,31.03,completed,paypal
5702,3362,4955,139,20241208,1,1,133.83,0.15,113.76,completed,paypal
5703,3363,7892,83,20240801,4,2,247.47,0.1,445.45,completed,bank_transfer
5704,3363,7892,92,20240801,4,2,152.07,0.15,258.52,completed,bank_transfer
5705,3364,8444,109,20250305,5,1,82.59,0.0,82.59,completed,credit_card
5706,3364,8444,116,20250305,5,1,86.38,0.0,86.38,completed,credit_card
5707,3365,3658,48,20250831,3,4,166.92,0.0,667.68,completed,debit_card
5708,3365,3658,34,20250831,3,1,24.74,0.05,23.5,completed,debit_card
5709,3365,3658,156,20250831,3,2,34.93,0.15,59.38,completed,debit_card
5710,3366,7511,32,20250308,3,3,348.82,0.15,889.49,completed,bank_transfer
5711,3367,2637,146,20250228,2,5,129.21,0.0,646.05,completed,credit_card
5712,3368,61,104,20251028,5,1,32.14,0.0,32.14,completed,credit_card
5713,3368,61,155,20251028,5,3,85.57,0.05,243.87,completed,credit_card
5714,3369,7910,89,20240312,4,2,40.53,0.0,81.06,completed,bank_transfer
5715,3369,7910,2,20240312,4,1,58.32,0.0,58.32,completed,bank_transfer
5716,3370,1168,94,20250711,4,4,48.77,0.0,195.08,completed,credit_card
5717,3371,180,46,20241226,1,1,34.67,0.1,31.2,completed,paypal
5718,3371,180,29,20241226,1,1,38.4,0.05,36.48,completed,paypal
5719,3372,3262,45,20241115,2,1,17.31,0.0,17.31,completed,bank_transfer
5720,3372,3262,138,20241115,2,1,48.43,0.1,43.59,completed,bank_transfer
5721,3373,3500,18,20250202,4,2,85.79,0.0,171.58,completed,debit_card
5722,3374,752,33,20250913,6,1,64.91,0.0,64.91,completed,bank_transfer
5723,3375,7537,2,20240524,4,2,56.76,0.0,113.52,completed,bank_transfer
5724,3376,3729,157,20240208,4,3,350.86,0.0,1052.58,returned,bank_transfer
5725,3376,3729,78,20240208,4,2,49.68,0.0,99.36,returned,bank_transfer
5726,3377,4524,52,20251214,2,2,45.0,0.0,90.0,completed,credit_card
5727,3377,4524,36,20251214,2,1,21.75,0.0,21.75,completed,credit_card
5728,3378,2492,39,20240713,4,1,19.97,0.0,19.97,completed,debit_card
5729,3379,4732,95,20250105,1,2,46.79,0.15,79.54,completed,paypal
5730,3380,7078,15,20251005,1,1,14.01,0.0,14.01,completed,bank_transfer
5731,3380,7078,132,20251005,1,2,68.17,0.05,129.52,completed,bank_transfer
5732,3380,7078,51,20251005,1,1,87.92,0.1,79.13,completed,bank_transfer
5733,3381,8386,125,20250305,6,1,111.63,0.0,111.63,completed,debit_card
