order_item_id,order_id,product_id,quantity,unit_price,discount,line_revenue
697,388,4,2,259.53,0.0,519.06
698,389,20,2,18.18,0.05,34.54
699,390,27,3,22.8,0.0,68.4
700,391,13,3,79.15,0.1,213.7
701,391,26,1,71.01,0.1,63.91
702,391,8,3,127.79,0.0,383.37
703,392,17,2,26.18,0.0,52.36
704,392,26,2,72.31,0.05,137.39
705,393,6,4,53.65,0.1,193.14
706,393,29,2,38.77,0.15,65.91
707,393,1,2,102.39,0.1,184.3
708,394,30,4,50.06,0.0,200.24
709,394,19,2,28.2,0.15,47.94
710,395,28,2,92.73,0.0,185.46
711,395,14,4,11.57,0.0,46.28
712,396,9,4,42.41,0.0,169.64
713,397,7,1,273.86,0.05,260.17
714,398,18,2,84.22,0.0,168.44
715,398,14,2,11.48,0.0,22.96
716,399,6,1,52.63,0.0,52.63
717,399,21,1,237.99,0.1,214.19
718,399,28,2,93.06,0.05,176.81
719,400,22,1,53.98,0.0,53.98
720,400,29,1,38.32,0.0,38.32
721,401,22,3,54.11,0.0,162.33
722,401,27,3,23.44,0.0,70.32
723,401,19,3,29.16,0.15,74.36
724,402,30,2,49.0,0.0,98.0
725,403,15,2,13.45,0.1,24.21
726,403,14,2,11.39,0.1,20.5
727,404,16,1,39.96,0.0,39.96
728,404,22,2,52.7,0.0,105.4
729,405,21,3,246.16,0.0,738.48
730,406,9,3,42.92,0.15,109.45
731,407,29,4,38.58,0.05,146.6
732,407,26,2,73.55,0.0,147.1
733,408,3,1,118.61,0.0,118.61
734,408,30,2,50.98,0.15,86.67
735,409,26,2,73.04,0.05,138.78
736,409,2,2,58.66,0.0,117.32
737,410,29,1,38.25,0.1,34.43
738,410,30,1,50.27,0.1,45.24
739,411,15,1,13.87,0.0,13.87
740,411,23,4,69.59,0.0,278.36
741,412,7,2,263.57,0.0,527.14
742,412,21,1,249.03,0.15,211.68
743,413,28,3,92.55,0.0,277.65
744,414,16,4,38.54,0.1,138.74
745,414,28,2,89.77,0.05,170.56
746,415,6,2,53.71,0.0,107.42
747,415,13,1,82.59,0.15,70.2
748,416,21,1,239.41,0.15,203.5
749,416,8,1,130.51,0.1,117.46
750,416,30,2,51.18,0.0,102.36
751,417,4,3,261.57,0.05,745.47
752,417,1,4,100.24,0.0,400.96
753,417,23,1,70.2,0.0,70.2
754,418,24,2,18.37,0.1,33.07
755,418,16,1,38.76,0.15,32.95
756,419,14,1,11.41,0.0,11.41
757,420,8,2,128.86,0.15,219.06
758,420,20,4,17.78,0.0,71.12
759,421,23,4,68.68,0.05,260.98
760,421,13,4,79.07,0.1,284.65
761,422,2,2,57.32,0.0,114.64
762,423,22,4,51.82,0.0,207.28
763,423,26,3,71.12,0.05,202.69
764,423,20,4,18.68,0.1,67.25
765,424,19,1,28.72,0.0,28.72
766,425,5,2,52.49,0.0,104.98
767,425,3,1,119.32,0.05,113.35
768,426,24,2,18.39,0.1,33.1
769,426,12,2,42.61,0.0,85.22
770,427,24,1,18.43,0.15,15.67
771,427,16,2,38.49,0.0,76.98
772,428,2,2,58.01,0.05,110.22
773,429,29,2,37.59,0.15,63.9
774,430,16,4,38.44,0.0,153.76
775,430,15,1,13.54,0.0,13.54
776,430,4,4,253.07,0.15,860.44
777,431,7,3,264.93,0.0,794.79
778,431,19,1,28.97,0.0,28.97
779,431,1,1,104.18,0.0,104.18
780,432,12,1,41.99,0.0,41.99
781,432,19,2,28.95,0.05,55.0
782,433,20,1,17.82,0.1,16.04
783,433,22,2,53.69,0.15,91.27
784,434,5,1,52.08,0.0,52.08
785,434,7,4,275.59,0.05,1047.24
786,434,28,1,89.68,0.05,85.2
787,435,1,1,103.13,0.0,103.13
788,436,4,2,255.17,0.0,510.34
789,437,5,1,52.7,0.05,50.06
790,437,12,2,42.7,0.1,76.86
791,437,22,3,53.76,0.0,161.28
792,438,6,2,52.71,0.05,100.15
793,438,14,4,11.73,0.0,46.92
794,438,21,2,245.01,0.0,490.02
795,439,15,1,13.75,0.0,13.75
796,439,14,1,11.5,0.0,11.5
797,440,14,1,11.87,0.1,10.68
798,440,10,1,105.48,0.05,100.21
799,440,19,4,29.17,0.0,116.68
800,441,19,3,29.07,0.05,82.85
801,441,3,1,118.51,0.0,118.51
802,442,14,4,11.67,0.05,44.35
803,443,20,2,18.63,0.0,37.26
804,443,26,1,72.76,0.1,65.48
805,444,28,1,88.93,0.05,84.48
806,444,22,1,53.48,0.05,50.81
807,445,28,4,91.12,0.1,328.03
808,445,22,3,53.53,0.15,136.5
809,446,26,1,70.06,0.0,70.06
810,446,10,1,104.26,0.0,104.26
811,447,16,4,38.68,0.15,131.51
812,448,7,2,268.26,0.0,536.52
813,448,3,1,117.89,0.05,112.0
814,448,10,2,107.91,0.1,194.24
815,449,7,2,273.95,0.0,547.9
816,450,1,4,101.32,0.05,385.02
817,450,4,2,257.31,0.1,463.16
818,451,2,2,57.68,0.1,103.82
819,451,16,4,39.93,0.0,159.72
820,452,17,1,25.88,0.0,25.88
821,453,29,2,37.13,0.1,66.83
822,453,21,4,245.64,0.0,982.56
823,454,10,4,105.1,0.0,420.4
824,455,8,4,130.4,0.15,443.36
825,455,19,4,29.28,0.15,99.55
826,455,30,4,49.79,0.15,169.29
827,456,26,1,71.05,0.15,60.39
828,456,16,1,38.45,0.0,38.45
829,457,20,2,18.16,0.05,34.5
830,458,8,3,126.52,0.0,379.56
831,458,7,2,264.85,0.1,476.73
832,459,26,1,70.43,0.0,70.43
833,460,18,1,88.45,0.0,88.45
834,461,25,3,39.13,0.15,99.78
835,462,20,4,18.66,0.05,70.91
836,462,22,1,53.83,0.1,48.45
837,462,4,1,250.04,0.0,250.04
838,463,21,1,248.3,0.0,248.3
839,464,23,3,70.4,0.0,211.2
840,464,15,4,13.99,0.0,55.96
841,465,15,2,13.42,0.05,25.5
842,466,10,1,105.26,0.05,100.0
843,466,17,2,25.79,0.1,46.42
844,467,26,1,71.53,0.05,67.95
845,467,8,2,129.83,0.15,220.71
846,468,1,1,102.81,0.1,92.53
847,468,15,1,13.64,0.0,13.64
848,469,2,1,57.82,0.1,52.04
849,469,13,1,82.83,0.15,70.41
850,470,10,4,107.98,0.15,367.13
851,470,14,4,11.53,0.0,46.12
852,470,13,3,79.37,0.05,226.2
853,471,21,3,244.65,0.05,697.25
854,471,7,4,273.65,0.15,930.41
855,472,25,2,39.91,0.05,75.83
856,472,7,4,274.59,0.1,988.52
857,473,10,3,106.07,0.15,270.48
858,473,7,1,274.74,0.1,247.27
859,473,3,3,118.45,0.0,355.35
860,474,17,4,25.96,0.15,88.26
861,474,4,3,250.12,0.15,637.81
862,475,15,2,13.42,0.0,26.84
863,476,26,4,72.09,0.15,245.11
864,477,28,2,91.96,0.15,156.33
865,477,20,3,18.44,0.1,49.79
866,477,8,4,128.58,0.1,462.89
867,478,27,2,22.66,0.05,43.05
868,479,3,2,116.32,0.05,221.01
869,479,2,1,57.49,0.1,51.74
870,480,17,2,26.31,0.05,49.99
871,480,25,4,39.82,0.05,151.32
872,480,13,1,79.29,0.15,67.4
873,481,5,3,51.64,0.0,154.92
874,481,23,2,69.96,0.1,125.93
875,482,30,3,49.01,0.0,147.03
876,482,4,3,256.35,0.0,769.05
877,483,10,2,103.39,0.0,206.78
878,483,12,1,42.58,0.0,42.58
879,484,7,4,264.13,0.0,1056.52
880,484,6,1,52.45,0.1,47.21
881,485,19,2,28.68,0.15,48.76
882,485,15,3,13.51,0.15,34.45
883,486,25,4,40.59,0.0,162.36
884,486,15,1,13.88,0.05,13.19
885,487,8,2,126.7,0.15,215.39
886,487,29,2,38.15,0.0,76.3
887,488,19,4,29.02,0.1,104.47
888,489,21,3,248.85,0.1,671.9
889,490,25,3,39.79,0.0,119.37
890,490,2,1,57.5,0.0,57.5
891,490,19,2,28.34,0.15,48.18
892,491,15,3,13.7,0.0,41.1
893,491,3,2,113.62,0.05,215.88
894,491,26,1,73.17,0.0,73.17
895,492,9,1,42.71,0.0,42.71
896,492,3,1,118.07,0.0,118.07
897,493,14,1,11.9,0.0,11.9
898,493,22,1,52.51,0.0,52.51
899,494,5,2,53.86,0.0,107.72
900,494,14,1,11.77,0.1,10.59
901,495,16,3,38.96,0.0,116.88
902,496,2,2,56.13,0.0,112.26
903,496,11,2,43.75,0.0,87.5
904,497,18,4,87.43,0.15,297.26
905,497,19,1,28.58,0.0,28.58
906,498,7,2,264.76,0.0,529.52
907,498,26,3,73.55,0.1,198.58
908,498,5,2,53.51,0.1,96.32
909,499,21,1,248.43,0.0,248.43
910,499,6,3,53.16,0.0,159.48
911,500,19,3,28.22,0.1,76.19
912,362,3,4,114.31,0.1,411.52
913,362,10,2,104.38,0.1,187.88
914,362,13,2,82.68,0.15,140.56
915,74,25,2,40.17,0.0,80.34
916,74,23,2,70.71,0.0,141.42
917,375,30,4,51.09,0.1,183.92
918,156,1,1,101.22,0.15,86.04
919,156,29,4,37.66,0.0,150.64
920,105,18,1,87.67,0.05,83.29
