order_item_id,order_id,product_id,quantity,unit_price,discount
2841,1659,6,1,53.16,0.1
2842,1660,56,2,153.72,0.1
2843,1661,66,1,216.79,0.0
2844,1662,84,1,39.95,0.15
2845,1663,121,1,131.76,0.15
2846,1663,95,1,45.67,0.15
2847,1664,143,1,15.21,0.0
2848,1665,81,2,53.07,0.1
2849,1666,47,1,42.55,0.15
2850,1667,78,1,50.16,0.0
2851,1668,73,2,64.18,0.15
2852,1668,147,2,21.79,0.1
2853,1668,132,1,70.76,0.1
2854,1669,64,1,22.37,0.15
2855,1670,50,1,13.64,0.15
2856,1670,65,2,136.91,0.0
2857,1671,91,1,70.8,0.1
2858,1672,106,1,93.29,0.05
2859,1672,98,1,80.56,0.0
2860,1672,80,1,10.68,0.0
2861,1673,113,1,70.24,0.0
2862,1673,74,2,262.59,0.1
2863,1674,138,1,47.61,0.15
2864,1674,86,1,40.35,0.05
2865,1674,154,2,78.3,0.0
2866,1674,44,1,49.99,0.0
2867,1675,33,1,65.52,0.15
2868,1676,8,3,131.99,0.0
2869,1677,41,1,127.23,0.0
2870,1677,88,3,86.69,0.0
2871,1678,81,1,53.18,0.0
2872,1678,91,1,69.59,0.0
2873,1679,120,1,127.11,0.0
2874,1679,38,1,11.23,0.15
2875,1680,83,1,245.07,0.0
2876,1681,78,1,50.28,0.0
2877,1681,16,1,38.56,0.0
2878,1682,12,2,42.48,0.0
2879,1683,134,2,99.45,0.0
2880,1684,82,1,88.89,0.0
2881,1685,116,2,86.65,0.0
2882,1686,86,2,41.55,0.15
2883,1687,14,4,11.34,0.0
2884,1688,78,1,50.33,0.0
2885,1689,90,1,105.76,0.0
2886,1690,152,1,89.86,0.0
2887,1690,55,2,165.87,0.0
2888,1690,19,1,29.18,0.05
2889,1691,63,3,23.81,0.05
2890,1691,7,5,263.26,0.15
2891,1692,75,2,6.18,0.0
2892,1693,138,1,48.25,0.0
2893,1694,40,1,77.91,0.15
2894,1694,93,2,35.29,0.1
2895,1695,148,3,19.47,0.15
2896,1695,147,1,21.04,0.0
2897,1695,104,2,31.92,0.0
2898,1695,90,1,100.87,0.0
2899,1696,71,2,91.84,0.0
2900,1697,20,4,18.6,0.0
2901,1697,44,1,48.71,0.0
2902,1698,134,2,100.05,0.0
2903,1698,100,1,53.68,0.15
2904,1698,30,1,49.92,0.0
2905,1699,115,1,55.26,0.0
2906,1700,90,2,101.05,0.15
2907,1701,123,4,228.67,0.0
2908,1702,81,1,53.84,0.1
2909,1702,159,1,22.06,0.0
2910,1702,68,2,156.72,0.0
2911,1703,128,3,39.24,0.0
2912,1703,15,1,13.78,0.05
2913,1704,16,2,38.48,0.1
2914,1704,21,1,242.97,0.0
2915,1705,130,2,41.04,0.15
2916,1706,96,5,17.29,0.0
2917,1707,106,2,92.77,0.0
2918,1707,55,2,164.5,0.0
2919,1707,24,1,18.21,0.1
2920,1708,128,1,39.12,0.0
2921,1708,47,1,41.96,0.15
2922,1708,30,3,50.46,0.0
2923,1709,111,1,11.4,0.15
2924,1710,40,-1,76.1,0.0
2925,1710,152,1,88.83,0.15
2926,1711,55,1,160.79,0.05
2927,1712,21,3,244.56,0.15
2928,1713,69,1,92.33,0.05
2929,1714,24,1,18.14,0.05
2930,1715,97,1,85.6,0.0
2931,1716,15,1,13.63,0.0
2932,1716,141,1,80.05,0.05
2933,1717,62,1,54.6,0.0
2934,1717,73,1,64.04,0.0
2935,1718,95,1,45.95,0.1
2936,1718,70,1,37.3,0.0
2937,1718,33,2,64.62,0.1
2938,1719,58,2,50.18,0.0
2939,1719,105,2,56.43,0.1
2940,1720,150,2,83.87,0.05
2941,1721,98,2,82.1,0.0
2942,1721,18,2,85.26,0.0
2943,1722,34,1,24.96,0.0
2944,1723,127,4,26.47,0.0
2945,1723,88,2,88.64,0.1
2946,1723,69,1,89.85,0.15
2947,1724,34,1,24.83,0.0
2948,1725,42,1,77.33,0.0
2949,1725,135,2,28.72,0.0
2950,1726,89,2,40.8,0.15
2951,1726,116,4,83.18,0.15
2952,1727,59,2,86.16,0.1
2953,1727,63,1,24.39,0.15
2954,1727,148,4,20.17,0.0
2955,1728,143,1,15.25,0.0
2956,1729,39,1,19.92,0.0
2957,1729,132,2,68.71,0.1
2958,1729,107,1,351.8,0.0
2959,1730,32,4,352.1,0.0
2960,1730,87,3,151.2,0.15
2961,1731,110,1,60.18,0.0
2962,1732,27,2,23.35,0.05
2963,1732,45,1,16.88,0.15
2964,1732,57,2,31.06,0.0
2965,1732,9,1,41.9,0.0
2966,1733,154,2,79.06,0.05
2967,1734,148,1,20.11,0.05
2968,1735,35,3,139.56,0.15
2969,1735,118,2,22.36,0.05
2970,1736,4,2,253.99,0.1
2971,1737,29,2,37.23,0.1
2972,1737,157,1,350.56,0.0
2973,1738,155,2,85.27,0.0
2974,1739,93,1,33.93,0.0
2975,1740,101,1,18.37,0.0
2976,1741,74,3,272.56,0.1
2977,1742,117,1,63.32,0.1
2978,1742,15,3,13.57,0.05
2979,1743,154,1,78.45,0.0
2980,1744,101,1,18.32,0.0
2981,1745,119,3,182.81,0.1
2982,1746,28,1,89.15,0.0
2983,1746,146,1,129.18,0.1
2984,1747,56,5,153.52,0.0
2985,1748,35,2,138.86,0.1
2986,1749,29,1,38.07,0.0
2987,1750,99,1,66.21,0.0
2988,1750,62,2,55.42,0.1
2989,1750,88,3,86.48,0.0
2990,1751,19,3,29.16,0.1
2991,1751,42,2,75.41,0.15
2992,1752,150,3,86.7,0.15
2993,1753,21,1,247.96,0.15
2994,1753,134,1,101.8,0.0
2995,1753,115,1,55.94,0.0
2996,1754,42,1,74.29,0.05
2997,1755,8,3,126.74,0.05
2998,1756,50,3,13.13,0.15
2999,1757,96,1,17.53,0.0
3000,1757,131,1,16.17,0.0
3001,1758,160,4,116.8,0.15
3002,1758,94,3,49.44,0.0
3003,1759,36,2,21.58,0.0
3004,1759,116,1,83.59,0.15
3005,1760,124,1,18.21,0.05
3006,1761,141,1,78.93,0.1
3007,1761,49,2,90.27,0.0
3008,1762,66,1,225.36,0.05
3009,1763,138,2,47.61,0.15
3010,1763,88,1,85.22,0.1
3011,1764,64,1,21.64,0.0
3012,1764,61,2,42.92,0.05
3013,1764,49,4,88.64,0.05
3014,1764,51,1,88.99,0.1
3015,1765,66,2,222.94,0.0
3016,1765,50,1,12.97,0.0
3017,1765,72,2,253.25,0.15
3018,1766,152,2,88.17,0.0
3019,1766,42,2,74.82,0.15
3020,1766,158,1,98.93,0.0
3021,1767,12,1,42.82,0.05
3022,1768,116,4,86.46,0.0
3023,1768,33,1,64.78,0.0
3024,1769,2,1,56.91,0.05
3025,1770,108,1,75.01,0.0
3026,1771,75,1,6.1,0.0
3027,1771,28,3,92.25,0.1
3028,1772,73,3,62.54,0.05
3029,1772,109,1,81.88,0.0
3030,1773,133,1,24.45,0.15
3031,1773,71,5,88.82,0.05
3032,1774,75,2,6.01,0.05
3033,1774,52,2,46.62,0.05
3034,1775,14,2,11.5,0.05
3035,1776,83,1,241.46,0.0
3036,1776,80,2,11.01,0.15
3037,1776,44,1,50.85,0.05
3038,1776,22,3,51.83,0.15
3039,1777,106,1,92.5,0.15
3040,1778,23,1,68.57,0.0
3041,1779,9,1,43.31,0.1
3042,1779,147,-2,21.02,0.0
3043,1780,18,1,87.9,0.0
3044,1780,155,1,84.16,0.0
3045,1780,19,5,29.42,0.1
3046,1781,96,1,17.79,0.0
3047,1781,27,1,23.29,0.1
3048,1782,26,1,72.4,0.0
3049,1782,8,2,127.76,0.0
3050,1782,37,1,77.19,0.0
3051,1782,141,1,81.11,0.0
3052,1783,125,1,109.58,0.1
3053,1783,159,1,22.09,0.1
3054,1783,83,1,252.15,0.0
3055,1784,24,1,18.38,0.15
3056,1784,45,1,16.93,0.0
3057,1785,97,1,84.83,0.15
3058,1786,72,4,259.62,0.15
3059,1787,76,2,138.62,0.1
3060,1788,125,1,112.86,0.15
3061,1789,95,1,46.5,0.0
3062,1790,84,2,39.95,0.05
3063,1791,83,1,241.59,0.0
3064,1791,18,2,88.48,0.05
3065,1791,87,1,146.24,0.15
3066,1792,33,1,63.4,0.15
3067,1793,61,1,42.08,0.0
3068,1794,23,1,67.41,0.15
3069,1794,84,1,41.33,0.1
3070,1795,71,1,87.96,0.05
3071,1795,67,2,60.05,0.15
3072,1796,148,1,20.13,0.0
3073,1797,77,1,69.24,0.0
3074,1797,15,3,13.83,0.0
3075,1798,139,1,132.87,0.0
3076,1799,132,1,67.57,0.0
3077,1800,77,1,70.92,0.1
3078,1801,61,1,42.9,0.15
3079,1802,16,1,39.75,0.15
3080,1802,64,2,22.44,0.1
3081,1802,24,3,17.83,0.05
3082,1803,26,1,73.13,0.05
3083,1804,140,1,20.99,0.05
3084,1805,81,1,52.29,0.0
3085,1806,63,1,24.3,0.05
3086,1807,109,1,80.68,0.05
3087,1808,79,2,70.54,0.05
3088,1809,78,1,50.39,0.05
3089,1809,50,2,13.02,0.0
3090,1810,113,1,68.25,0.15
3091,1811,47,1,42.21,0.1
3092,1812,33,5,63.77,0.0
3093,1812,116,2,86.27,0.1
3094,1813,4,1,259.25,0.0
3095,1814,12,2,41.67,0.0
3096,1815,10,2,106.71,0.15
3097,1816,93,2,33.83,0.05
3098,1816,47,2,42.45,0.1
3099,1817,94,1,47.75,0.0
3100,1817,3,2,117.33,0.0
3101,1818,36,3,21.82,0.15
3102,1818,99,1,63.9,0.0
3103,1818,109,2,83.5,0.0
3104,1819,4,2,252.32,0.1
3105,1819,36,1,21.21,0.15
3106,1819,152,3,89.94,0.0
3107,1819,77,1,71.67,0.1
3108,1820,63,-1,23.68,0.15
3109,1821,83,1,251.66,0.15
3110,1822,81,2,52.39,0.0
3111,1823,121,2,131.05,0.15
3112,1823,38,3,11.27,0.0
3113,1823,49,1,88.66,0.0
3114,1824,89,2,40.33,0.1
3115,1825,125,2,111.8,0.0
3116,1825,78,1,49.4,0.05
3117,1826,10,1,105.15,0.1
3118,1827,23,3,69.16,0.05
3119,1828,71,2,87.8,0.15
3120,1829,133,2,25.15,0.0
3121,1830,21,1,237.56,0.0
3122,1830,61,1,42.43,0.15
3123,1830,90,1,103.95,0.15
3124,1831,140,2,21.51,0.0
3125,1832,65,2,135.92,0.15
3126,1833,3,1,116.58,0.0
3127,1834,43,1,57.39,0.0
3128,1834,25,2,40.59,0.05
3129,1834,86,1,42.38,0.0
3130,1835,76,4,139.51,0.05
3131,1835,148,1,20.13,0.15
3132,1835,68,1,160.97,0.05
3133,1836,69,1,91.0,0.1
3134,1836,152,2,90.62,0.0
3135,1837,16,2,39.39,0.1
3136,1837,128,3,38.72,0.0
3137,1837,146,1,130.47,0.05
3138,1838,6,1,53.21,0.15
3139,1838,129,1,69.8,0.15
3140,1838,152,3,90.33,0.1
3141,1839,99,2,66.38,0.0
3142,1839,3,3,117.94,0.0
3143,1840,1,1,103.87,0.1
3144,1840,24,2,18.44,0.05
3145,1841,56,1,146.63,0.15
3146,1842,159,4,22.09,0.15
3147,1842,136,2,255.96,0.0
3148,1843,143,3,15.58,0.1
3149,1844,107,1,356.76,0.0
3150,1844,144,1,78.73,0.05
3151,1844,75,1,6.0,0.0
3152,1844,54,1,115.14,0.0
3153,1845,158,1,100.65,0.15
3154,1846,7,1,268.79,0.0
3155,1846,6,5,51.86,0.0
3156,1847,154,1,80.67,0.1
3157,1848,109,4,81.27,0.0
3158,1849,9,1,42.62,0.0
3159,1850,15,-1,13.5,0.1
3160,1850,13,2,82.88,0.0
3161,1851,20,2,18.53,0.0
3162,1852,82,1,90.17,0.05
3163,1852,159,1,22.7,0.05
3164,1853,154,3,79.27,0.15
3165,1854,41,2,127.38,0.0
3166,1854,93,1,35.2,0.0
3167,1855,119,1,182.76,0.1
3168,1855,147,1,21.83,0.1
3169,1856,121,2,132.65,0.1
3170,1857,24,1,18.21,0.15
3171,1858,4,1,251.73,0.0
3172,1858,67,2,61.1,0.1
3173,1858,80,5,10.78,0.05
3174,1859,14,2,11.39,0.0
3175,1860,23,1,67.98,0.05
3176,1861,156,4,33.95,0.0
3177,1861,102,1,45.19,0.05
3178,1861,47,1,43.3,0.15
3179,1862,32,5,339.69,0.0
3180,1863,80,1,10.93,0.0
3181,1863,89,2,40.96,0.0
3182,1863,54,2,115.04,0.0
3183,1864,30,1,49.39,0.15
3184,1865,116,3,87.2,0.0
3185,1866,88,3,86.07,0.0
3186,1867,147,1,21.78,0.05
3187,1867,86,2,42.14,0.05
3188,1867,91,1,69.4,0.0
3189,1868,38,2,11.05,0.15
3190,1868,136,2,264.11,0.05
3191,1868,158,4,98.32,0.05
3192,1868,62,1,55.93,0.0
3193,1869,65,3,134.72,0.1
3194,1870,35,4,136.55,0.05
3195,1871,59,1,87.14,0.0
3196,1871,155,1,83.02,0.0
3197,1872,69,1,89.74,0.0
3198,1873,122,3,28.2,0.0
3199,1874,119,1,183.29,0.0
3200,1875,13,1,82.26,0.15
3201,1876,135,1,28.63,0.15
3202,1876,151,1,82.65,0.15
3203,1876,139,2,137.32,0.0
3204,1876,56,1,148.77,0.0
3205,1877,130,5,41.64,0.0
3206,1878,35,1,133.52,0.1
3207,1878,98,3,80.44,0.0
3208,1879,43,1,58.36,0.1
3209,1880,1,5,100.83,0.0
3210,1880,140,1,21.1,0.15
3211,1880,57,1,30.5,0.0
3212,1881,128,4,38.38,0.0
3213,1881,131,2,16.51,0.0
3214,1882,110,1,61.92,0.0
3215,1882,145,2,82.82,0.15
3216,1883,89,1,39.99,0.0
3217,1883,2,1,56.67,0.0
3218,1883,28,1,89.76,0.05
3219,1884,124,1,17.97,0.0
3220,1885,135,1,28.65,0.05
3221,1886,112,1,64.81,0.0
3222,1886,58,4,50.17,0.0
3223,1886,27,2,23.26,0.05
3224,1887,62,1,55.05,0.0
3225,1888,76,1,137.39,0.05
3226,1888,159,4,22.27,0.0
3227,1889,88,1,86.94,0.0
3228,1890,125,2,112.85,0.0
3229,1891,152,1,88.86,0.1
3230,1891,4,2,254.05,0.05
3231,1891,87,1,144.64,0.0
3232,1892,88,1,89.03,0.1
3233,1892,4,2,250.76,0.05
3234,1893,152,1,90.16,0.1
3235,1894,116,2,86.89,0.0
3236,1894,102,2,45.17,0.05
3237,1895,103,2,48.58,0.0
3238,1896,51,4,86.49,0.05
3239,1897,52,2,45.26,0.0
3240,1897,64,4,22.36,0.1
3241,1897,63,4,23.56,0.0
3242,1898,144,5,76.01,0.0
3243,1899,39,1,20.06,0.0
3244,1900,134,1,98.66,0.05
3245,1900,21,2,238.91,0.1
3246,1900,113,5,69.49,0.15
3247,1900,94,1,48.36,0.0
3248,1901,136,2,263.17,0.0
3249,1902,65,3,135.61,0.15
3250,1902,118,3,22.44,0.0
3251,1903,151,1,79.58,0.0
3252,1904,55,2,163.12,0.0
3253,1904,50,1,13.63,0.15
3254,1905,111,1,11.34,0.0
3255,1906,26,4,73.62,0.15
3256,1906,159,1,22.79,0.05
3257,1906,94,1,47.93,0.05
3258,1907,79,5,69.53,0.1
3259,1908,123,2,224.94,0.15
3260,1908,88,1,85.29,0.15
3261,1908,56,1,153.18,0.1
3262,1909,83,4,246.84,0.0
3263,1910,146,2,132.3,0.0
3264,1911,113,1,67.58,0.0
3265,1912,96,2,17.46,0.0
3266,1912,102,2,43.95,0.0
3267,1913,140,1,21.48,0.1
3268,1913,97,1,83.48,0.1
3269,1914,76,1,132.89,0.15
3270,1914,92,1,158.45,0.15
3271,1915,80,3,10.93,0.0
3272,1915,49,3,86.68,0.15
3273,1915,2,1,57.51,0.0
3274,1916,9,4,42.67,0.1
3275,1916,27,2,23.34,0.15
3276,1916,77,1,70.06,0.0
3277,1917,43,2,59.98,0.0
3278,1918,140,1,21.4,0.15
3279,1918,149,1,106.06,0.0
3280,1919,157,2,349.8,0.05
3281,1919,108,1,77.62,0.1
3282,1920,74,2,265.87,0.1
3283,1921,75,1,6.05,0.05
3284,1922,119,1,184.04,0.05
3285,1922,36,2,21.99,0.05
3286,1923,80,2,11.11,0.0
3287,1923,21,4,242.42,0.0
3288,1924,10,1,107.12,0.1
3289,1925,3,2,119.24,0.0
3290,1926,106,1,91.66,0.15
3291,1927,131,3,16.37,0.0
3292,1928,156,1,34.73,0.05
3293,1928,15,4,13.9,0.1
3294,1929,87,1,148.17,0.0
3295,1929,19,1,28.25,0.0
3296,1929,4,1,251.54,0.15
3297,1930,140,1,21.78,0.0
3298,1930,149,1,105.11,0.1
3299,1930,60,2,154.65,0.05
3300,1931,137,3,32.39,0.15
3301,1931,160,1,116.7,0.1
3302,1931,123,2,225.8,0.0
3303,1932,8,2,129.73,0.0
3304,1932,117,3,64.13,0.0
3305,1932,114,3,609.48,0.1
3306,1933,98,1,81.47,0.1
3307,1933,29,1,37.23,0.0
3308,1933,18,1,85.21,0.15
3309,1934,160,1,118.24,0.0
3310,1934,100,1,51.33,0.0
3311,1935,38,4,10.99,0.0
3312,1936,158,1,100.45,0.0
3313,1937,43,1,57.81,0.15
3314,1938,59,4,86.3,0.0
3315,1938,101,1,17.84,0.15
3316,1938,104,2,30.82,0.0
3317,1939,39,1,19.32,0.0
3318,1939,132,1,68.81,0.15
3319,1940,134,3,99.71,0.0
3320,1940,11,2,41.78,0.15
3321,1941,45,4,17.08,0.05
3322,1942,62,3,54.06,0.0
3323,1942,51,1,85.72,0.05
3324,1943,5,1,51.75,0.15
3325,1944,52,1,45.42,0.0
3326,1944,28,2,92.07,0.0
3327,1944,66,1,222.08,0.0
3328,1945,24,1,17.98,0.15
3329,1946,154,1,80.98,0.1
3330,1947,156,1,33.35,0.15
3331,1948,150,2,85.73,0.0
3332,1949,41,1,123.21,0.0
3333,1950,63,1,23.88,0.0
3334,1950,35,4,138.27,0.0
3335,1951,23,4,68.07,0.1
3336,1952,83,1,242.7,0.0
3337,1953,3,1,115.56,0.05
3338,1953,154,2,80.31,0.0
3339,1954,35,1,133.8,0.0
3340,1955,123,1,227.7,0.1
3341,1955,104,1,32.08,0.15
3342,1955,70,1,35.63,0.0
3343,1956,13,1,81.18,0.15
3344,1956,126,1,470.74,0.15
3345,1957,88,5,89.36,0.0
3346,1958,27,1,23.32,0.1
3347,1958,89,1,40.7,0.0
3348,1959,52,1,46.97,0.0
3349,1959,49,1,88.55,0.15
3350,1960,22,1,53.92,0.0
3351,1961,123,2,233.4,0.0
3352,1962,159,1,21.79,0.15
3353,1962,51,2,88.51,0.0
3354,1963,120,1,128.37,0.1
3355,1964,54,3,111.15,0.1
3356,1964,59,2,88.34,0.05
3357,1965,1,1,102.51,0.0
3358,1965,140,1,21.1,0.0
3359,1966,93,1,34.26,0.0
3360,1966,12,2,43.07,0.15
3361,1967,145,2,82.9,0.0
3362,1968,51,3,88.22,0.0
3363,1968,76,3,136.98,0.1
3364,1969,92,1,151.64,0.05
3365,1970,63,1,24.12,0.1
3366,1970,64,1,21.92,0.1
3367,1970,141,1,80.26,0.0
3368,1971,82,1,88.18,0.15
3369,1971,81,3,52.39,0.1
3370,1972,114,1,603.97,0.0
3371,1973,98,2,84.24,0.0
3372,1974,61,1,43.05,0.0
3373,1974,71,1,88.2,0.15
3374,1974,46,1,33.4,0.15
3375,1975,159,5,22.79,0.15
3376,1975,139,1,135.58,0.1
3377,1976,5,1,51.9,0.0
3378,1976,106,1,95.38,0.15
3379,1977,143,4,15.55,0.1
3380,1978,85,1,31.6,0.0
3381,1978,124,4,18.78,0.1
3382,1979,65,1,138.11,0.0
3383,1980,50,5,13.6,0.0
3384,1980,46,1,34.18,0.05
3385,1981,124,4,18.48,0.0
3386,1981,144,1,77.88,0.05
3387,1982,4,1,258.97,0.05
3388,1983,9,2,42.81,0.0
3389,1983,160,1,116.26,0.0
3390,1984,70,1,37.18,0.05
3391,1985,46,2,34.36,0.0
3392,1985,150,1,82.84,0.15
3393,1986,84,-1,40.38,0.0
3394,1987,1,2,101.58,0.0
3395,1987,138,2,49.46,0.0
3396,1988,151,1,83.32,0.1
3397,1989,157,2,355.85,0.0
3398,1989,57,3,30.29,0.0
3399,1989,104,1,31.55,0.15
3400,1990,130,1,41.71,0.0
3401,1991,104,1,31.33,0.0
3402,1992,119,2,179.86,0.0
3403,1993,66,1,224.91,0.0
3404,1993,123,5,234.83,0.0
3405,1994,97,1,82.89,0.0
3406,1994,121,4,131.82,0.0
3407,1995,82,1,87.48,0.0
3408,1996,92,1,153.02,0.05
3409,1996,30,2,49.22,0.1
3410,1997,120,1,126.33,0.0
3411,1997,140,1,21.79,0.0
3412,1997,37,1,76.77,0.0
3413,1998,141,1,81.04,0.0
3414,1999,142,3,213.8,0.15
3415,2000,12,1,43.7,0.0
3416,2000,5,4,53.84,0.05
3417,2001,49,1,89.1,0.15
3418,2001,73,2,63.03,0.0
3419,2002,60,2,153.47,0.0
3420,2002,79,1,68.86,0.0
3421,2003,1,1,103.18,0.0
3422,2004,111,1,11.63,0.0
3423,2005,39,1,19.66,0.0
3424,2006,45,2,16.85,0.0
3425,2006,15,1,13.55,0.0
3426,2006,26,4,71.8,0.15
3427,2007,65,1,138.4,0.0
3428,2007,35,2,138.1,0.0
3429,2007,130,3,40.93,0.1
3430,2008,35,1,138.38,0.15
3431,2009,112,1,62.62,0.1
3432,2010,74,2,271.29,0.0
3433,2010,130,1,41.4,0.05
3434,2010,125,2,107.78,0.0
3435,2010,149,1,105.68,0.0
3436,2011,45,1,17.12,0.15
3437,2012,8,1,128.96,0.0
3438,2013,135,1,28.69,0.0
3439,2013,28,3,91.13,0.15
3440,2014,40,2,79.15,0.15
3441,2015,13,1,82.0,0.15
3442,2015,68,2,157.01,0.0
3443,2015,36,1,21.8,0.15
3444,2016,54,1,110.6,0.15
3445,2017,84,1,40.93,0.0
3446,2017,33,1,63.69,0.15
3447,2018,154,4,80.22,0.0
3448,2018,52,1,45.84,0.0
3449,2019,88,4,87.7,0.15
3450,2019,94,1,48.02,0.1
3451,2020,147,1,21.4,0.0
3452,2021,151,1,80.94,0.05
3453,2021,115,1,54.32,0.0
3454,2021,59,2,87.0,0.1
3455,2022,139,1,133.32,0.0
3456,2022,16,2,39.99,0.1
3457,2023,35,3,138.99,0.05
3458,2023,93,2,33.95,0.15
3459,2023,74,4,269.53,0.15
3460,2023,69,3,87.85,0.0
3461,2024,137,4,31.59,0.0
3462,2024,131,3,16.23,0.05
3463,2025,29,1,37.79,0.0
3464,2026,8,1,132.72,0.1
3465,2027,11,2,42.31,0.0
3466,2027,77,2,68.7,0.0
3467,2028,81,1,52.56,0.0
3468,2028,37,1,78.99,0.1
3469,2028,105,2,55.55,0.0
3470,2029,91,2,72.28,0.1
3471,2030,29,2,37.51,0.0
3472,2031,130,1,41.88,0.0
3473,2032,15,2,13.64,0.0
3474,2033,93,1,33.79,0.0
3475,2034,147,3,21.59,0.0
3476,2035,2,1,57.54,0.0
3477,2035,67,2,59.45,0.0
3478,2035,131,1,16.06,0.05
3479,2035,13,2,80.33,0.05
3480,2036,141,2,81.65,0.0
3481,2037,113,3,68.07,0.15
3482,2038,26,4,71.16,0.0
3483,2039,54,1,109.88,0.05
3484,2040,123,3,226.63,0.0
3485,2040,13,2,81.37,0.0
3486,2041,84,3,40.5,0.0
3487,2042,108,1,75.34,0.0
3488,2042,135,2,28.14,0.15
3489,2043,21,2,237.08,0.0
3490,2043,83,2,249.58,0.1
3491,2044,44,3,48.36,0.05
3492,2044,13,2,81.92,0.0
3493,2044,34,1,25.43,0.0
3494,2045,22,5,54.12,0.15
3495,2045,6,1,53.57,0.15
3496,2046,110,2,61.03,0.15
3497,2046,24,2,17.99,0.0
3498,2047,36,1,21.79,0.15
3499,2047,131,1,16.16,0.1
3500,2047,77,1,68.67,0.05
3501,2048,86,1,41.07,0.15
3502,2048,136,5,260.43,0.15
3503,2048,94,1,48.19,0.1
3504,2049,111,1,11.57,0.0
3505,2050,88,1,85.96,0.1
3506,2050,17,1,26.6,0.0
3507,2051,24,4,17.73,0.0
3508,2052,21,1,243.9,0.1
3509,2052,127,2,26.16,0.15
3510,2052,132,2,68.52,0.1
3511,2052,9,2,41.76,0.1
3512,2053,133,1,25.54,0.0
3513,2054,25,1,39.18,0.05
3514,2054,146,1,128.24,0.1
3515,2055,159,3,22.37,0.15
3516,2056,40,1,76.05,0.0
3517,2056,66,2,221.67,0.0
3518,2056,113,1,68.01,0.0
3519,2057,37,1,79.72,0.1
3520,2057,154,1,80.61,0.05
3521,2058,120,2,127.11,0.0
3522,2058,27,1,23.67,0.0
3523,2058,102,1,44.01,0.15
3524,2059,118,1,23.09,0.0
3525,2059,76,2,135.59,0.0
3526,2059,102,1,45.49,0.0
3527,2060,68,2,162.81,0.05
3528,2061,105,1,57.47,0.0
3529,2061,44,1,49.23,0.1
3530,2061,16,3,39.3,0.0
3531,2062,54,2,113.46,0.0
3532,2063,33,1,65.04,0.0
3533,2064,21,2,237.99,0.0
3534,2065,15,2,14.06,0.0
3535,2066,41,3,126.3,0.05
3536,2067,80,4,10.71,0.15
3537,2067,71,2,90.31,0.0
3538,2067,53,1,34.99,0.0
3539,2068,65,2,136.24,0.05
3540,2069,111,1,11.6,0.15
3541,2069,45,5,17.08,0.0
3542,2070,113,2,69.56,0.05
3543,2071,94,2,48.33,0.0
3544,2072,160,1,116.56,0.1
3545,2073,120,5,128.84,0.0
3546,2073,61,1,42.04,0.0
3547,2073,77,1,70.75,0.1
3548,2073,16,1,39.03,0.0
3549,2074,151,2,81.04,0.0
3550,2075,70,1,36.33,0.05
3551,2076,101,3,17.86,0.05
3552,2077,109,1,80.09,0.0
3553,2078,38,5,10.87,0.05
3554,2078,69,2,90.83,0.15
3555,2079,138,2,48.45,0.05
3556,2080,102,3,44.83,0.05
3557,2080,155,1,84.5,0.1
3558,2080,142,2,212.82,0.1
3559,2080,148,2,19.48,0.0
3560,2081,35,1,136.99,0.0
3561,2081,2,1,57.74,0.05
3562,2082,127,1,27.2,0.15
3563,2082,90,1,103.23,0.05
3564,2083,93,1,34.7,0.0
3565,2083,83,2,246.99,0.0
3566,2083,37,3,78.21,0.1
3567,2084,9,1,42.09,0.0
3568,2084,122,1,29.33,0.0
3569,2085,64,5,22.47,0.0
3570,2085,99,3,63.73,0.1
3571,2086,11,1,43.84,0.15
3572,2086,128,1,39.82,0.05
3573,2087,57,1,30.77,0.0
3574,2087,60,3,158.25,0.0
3575,2088,53,1,34.94,0.0
3576,2089,112,1,64.87,0.05
3577,2090,28,1,92.75,0.0
3578,2090,156,-2,33.71,0.0
3579,2091,52,1,45.42,0.0
3580,2091,160,1,119.89,0.0
3581,2092,109,1,83.11,0.1
3582,2092,8,2,129.12,0.0
3583,2092,103,1,46.69,0.0
3584,2093,49,1,86.78,0.1
3585,2093,21,1,247.63,0.0
3586,2094,64,1,21.76,0.1
3587,2094,132,1,68.6,0.1
3588,2094,79,1,69.97,0.0
3589,2094,54,4,112.39,0.1
3590,2095,62,2,54.41,0.0
3591,2096,55,1,166.85,0.15
3592,2097,102,1,44.64,0.0
3593,2097,113,2,67.43,0.1
3594,2098,80,4,10.68,0.0
3595,2099,107,2,360.33,0.1
3596,2100,25,1,39.08,0.15
3597,2100,153,1,34.84,0.15
3598,2100,69,1,90.66,0.15
3599,2101,114,2,609.06,0.0
3600,2101,120,3,127.88,0.0
3601,2102,4,5,256.37,0.15
3602,2103,92,3,155.24,0.1
3603,2104,4,1,259.65,0.15
3604,2105,62,1,53.88,0.0
3605,2106,30,1,48.89,0.1
3606,2107,24,1,18.48,0.0
3607,2108,116,1,85.29,0.05
3608,2109,10,1,104.63,0.1
3609,2109,78,1,48.57,0.1
3610,2109,51,1,87.65,0.0
3611,2109,81,2,52.38,0.05
3612,2110,34,1,25.19,0.0
3613,2111,146,1,132.0,0.15
3614,2111,92,1,155.09,0.15
3615,2112,103,1,48.84,0.05
3616,2113,10,1,108.09,0.0
