date,channel,spend
2024-08-29,paid_search,211.86
2024-08-29,social_media,36.76
2024-08-29,email,31.31
2024-08-29,referral,12.4
2024-08-30,paid_search,299.09
2024-08-30,social_media,216.3
2024-08-30,email,23.08
2024-08-30,referral,14.27
2024-08-31,paid_search,157.25
2024-08-31,social_media,209.32
2024-08-31,email,35.1
2024-08-31,referral,12.27
2024-09-01,paid_search,186.84
2024-09-01,social_media,268.81
2024-09-01,email,25.54
2024-09-01,referral,9.28
2024-09-02,paid_search,144.99
2024-09-02,social_media,256.69
2024-09-02,email,27.96
2024-09-02,referral,11.06
2024-09-03,paid_search,238.55
2024-09-03,social_media,142.55
2024-09-03,email,13.0
2024-09-03,referral,13.7
2024-09-04,paid_search,219.52
2024-09-04,social_media,109.48
2024-09-04,email,17.14
2024-09-04,referral,11.24
2024-09-05,paid_search,208.76
2024-09-05,social_media,185.79
2024-09-05,email,15.98
2024-09-05,referral,12.82
2024-09-06,paid_search,194.11
2024-09-06,social_media,101.81
2024-09-06,email,26.41
2024-09-06,referral,17.24
2024-09-07,paid_search,237.16
2024-09-07,social_media,120.53
2024-09-07,email,28.74
2024-09-07,referral,14.62
2024-09-08,paid_search,274.04
2024-09-08,social_media,201.52
2024-09-08,email,26.95
2024-09-08,referral,13.94
2024-09-09,paid_search,272.59
2024-09-09,social_media,128.54
2024-09-09,email,17.1
2024-09-09,referral,25.28
2024-09-10,paid_search,113.16
2024-09-10,social_media,126.39
2024-09-10,email,30.02
2024-09-10,referral,8.9
2024-09-11,paid_search,260.51
2024-09-11,social_media,235.21
2024-09-11,email,33.41
2024-09-11,referral,15.25
2024-09-12,paid_search,155.49
2024-09-12,social_media,138.85
2024-09-12,email,32.91
2024-09-12,referral,8.0
2024-09-13,paid_search,265.28
2024-09-13,social_media,107.64
2024-09-13,email,24.41
2024-09-13,referral,12.66
2024-09-14,paid_search,195.63
2024-09-14,social_media,240.37
2024-09-14,email,21.63
2024-09-14,referral,18.91
2024-09-15,paid_search,180.42
2024-09-15,social_media,191.8
2024-09-15,email,24.2
2024-09-15,referral,9.85
2024-09-16,paid_search,145.73
2024-09-16,social_media,168.18
2024-09-16,email,22.54
2024-09-16,referral,17.54
2024-09-17,paid_search,117.97
2024-09-17,social_media,142.71
2024-09-17,email,27.69
2024-09-17,referral,14.07
2024-09-18,paid_search,139.99
2024-09-18,social_media,196.2
2024-09-18,email,30.3
2024-09-18,referral,11.26
2024-09-19,paid_search,273.17
2024-09-19,social_media,153.17
2024-09-19,email,22.77
2024-09-19,referral,13.0
2024-09-20,paid_search,275.78
2024-09-20,social_media,172.66
2024-09-20,email,29.83
2024-09-20,referral,13.18
2024-09-21,paid_search,239.76
2024-09-21,social_media,131.06
2024-09-21,email,31.26
2024-09-21,referral,13.85
2024-09-22,paid_search,288.71
2024-09-22,social_media,177.65
2024-09-22,email,25.6
2024-09-22,referral,23.57
2024-09-23,paid_search,261.0
2024-09-23,social_media,188.75
2024-09-23,email,17.38
2024-09-23,referral,12.17
2024-09-24,paid_search,263.2
2024-09-24,social_media,165.04
2024-09-24,email,23.71
2024-09-24,referral,10.94
2024-09-25,paid_search,242.28
2024-09-25,social_media,184.69
2024-09-25,email,29.46
2024-09-25,referral,19.64
2024-09-26,paid_search,244.68
2024-09-26,social_media,127.22
2024-09-26,email,15.55
2024-09-26,referral,17.74
2024-09-27,paid_search,226.61
2024-09-27,social_media,258.81
2024-09-27,email,25.16
2024-09-27,referral,8.52
2024-09-28,paid_search,150.38
2024-09-28,social_media,146.24
2024-09-28,email,35.88
2024-09-28,referral,19.38
2024-09-29,paid_search,190.52
2024-09-29,social_media,171.28
2024-09-29,email,16.48
2024-09-29,referral,9.76
2024-09-30,paid_search,281.54
2024-09-30,social_media,222.34
2024-09-30,email,23.27
2024-09-30,referral,21.91
2024-10-01,paid_search,243.89
2024-10-01,social_media,189.53
2024-10-01,email,26.36
2024-10-01,referral,11.02
2024-10-02,paid_search,271.94
2024-10-02,social_media,222.84
2024-10-02,email,26.5
2024-10-02,referral,10.81
2024-10-03,paid_search,279.91
2024-10-03,social_media,98.99
2024-10-03,email,20.16
2024-10-03,referral,17.18
2024-10-04,paid_search,197.54
2024-10-04,social_media,135.46
2024-10-04,email,33.65
2024-10-04,referral,19.25
2024-10-05,paid_search,278.65
2024-10-05,social_media,194.94
2024-10-05,email,25.22
2024-10-05,referral,21.52
2024-10-06,paid_search,298.94
2024-10-06,social_media,176.21
2024-10-06,email,41.95
2024-10-06,referral,14.53
2024-10-07,paid_search,241.2
2024-10-07,social_media,242.57
2024-10-07,email,27.32
2024-10-07,referral,14.01
2024-10-08,paid_search,240.99
2024-10-08,social_media,179.76
2024-10-08,email,11.68
2024-10-08,referral,18.76
2024-10-09,paid_search,185.77
2024-10-09,social_media,128.22
2024-10-09,email,32.53
2024-10-09,referral,16.42
2024-10-10,paid_search,257.38
2024-10-10,social_media,174.32
2024-10-10,email,26.4
2024-10-10,referral,13.87
2024-10-11,paid_search,172.62
2024-10-11,social_media,210.84
2024-10-11,email,26.49
2024-10-11,referral,21.46
2024-10-12,paid_search,97.04
2024-10-12,social_media,233.05
2024-10-12,email,22.58
2024-10-12,referral,13.19
2024-10-13,paid_search,252.15
2024-10-13,social_media,140.03
2024-10-13,email,22.19
2024-10-13,referral,17.23
2024-10-14,paid_search,190.57
2024-10-14,social_media,148.24
2024-10-14,email,20.58
2024-10-14,referral,16.32
2024-10-15,paid_search,153.75
2024-10-15,social_media,214.01
2024-10-15,email,38.22
2024-10-15,referral,15.01
2024-10-16,paid_search,243.94
2024-10-16,social_media,191.91
2024-10-16,email,19.16
2024-10-16,referral,16.19
2024-10-17,paid_search,232.23
2024-10-17,social_media,259.74
2024-10-17,email,26.55
2024-10-17,referral,19.66
2024-10-18,paid_search,243.6
2024-10-18,social_media,157.09
2024-10-18,email,17.59
2024-10-18,referral,16.16
2024-10-19,paid_search,261.82
2024-10-19,social_media,175.99
2024-10-19,email,21.04
2024-10-19,referral,20.28
2024-10-20,paid_search,195.72
2024-10-20,social_media,128.17
2024-10-20,email,24.59
2024-10-20,referral,15.29
2024-10-21,paid_search,179.55
2024-10-21,social_media,175.88
2024-10-21,email,14.41
2024-10-21,referral,16.59
2024-10-22,paid_search,162.26
2024-10-22,social_media,162.82
2024-10-22,email,20.77
2024-10-22,referral,20.26
2024-10-23,paid_search,203.31
2024-10-23,social_media,142.05
2024-10-23,email,38.07
2024-10-23,referral,21.73
2024-10-24,paid_search,266.0
2024-10-24,social_media,205.29
2024-10-24,email,19.59
2024-10-24,referral,19.08
2024-10-25,paid_search,240.06
2024-10-25,social_media,151.34
2024-10-25,email,25.88
2024-10-25,referral,13.26
2024-10-26,paid_search,136.27
2024-10-26,social_media,241.44
2024-10-26,email,13.66
2024-10-26,referral,23.09
2024-10-27,paid_search,208.24
2024-10-27,social_media,200.34
2024-10-27,email,28.34
2024-10-27,referral,11.29
2024-10-28,paid_search,208.43
2024-10-28,social_media,175.44
2024-10-28,email,21.23
2024-10-28,referral,18.89
2024-10-29,paid_search,153.47
2024-10-29,social_media,188.94
2024-10-29,email,14.31
2024-10-29,referral,15.9
2024-10-30,paid_search,229.33
2024-10-30,social_media,265.85
2024-10-30,email,21.16
2024-10-30,referral,14.36
2024-10-31,paid_search,206.8
2024-10-31,social_media,255.66
2024-10-31,email,21.4
2024-10-31,referral,15.84
2024-11-01,paid_search,203.86
2024-11-01,social_media,173.17
2024-11-01,email,25.07
2024-11-01,referral,19.12
2024-11-02,paid_search,299.96
2024-11-02,social_media,117.54
2024-11-02,email,29.88
2024-11-02,referral,19.71
2024-11-03,paid_search,238.7
2024-11-03,social_media,233.29
2024-11-03,email,17.19
2024-11-03,referral,16.91
2024-11-04,paid_search,288.67
2024-11-04,social_media,151.64
2024-11-04,email,16.95
2024-11-04,referral,19.28
2024-11-05,paid_search,196.75
2024-11-05,social_media,153.98
2024-11-05,email,13.25
2024-11-05,referral,13.07
2024-11-06,paid_search,181.58
2024-11-06,social_media,98.88
2024-11-06,email,21.34
2024-11-06,referral,19.44
2024-11-07,paid_search,238.82
2024-11-07,social_media,106.33
2024-11-07,email,27.44
2024-11-07,referral,17.73
2024-11-08,paid_search,225.72
2024-11-08,social_media,178.42
2024-11-08,email,20.04
2024-11-08,referral,16.57
2024-11-09,paid_search,252.18
2024-11-09,social_media,192.62
2024-11-09,email,35.91
2024-11-09,referral,14.23
2024-11-10,paid_search,148.31
2024-11-10,social_media,255.34
2024-11-10,email,13.19
2024-11-10,referral,13.5
2024-11-11,paid_search,169.35
2024-11-11,social_media,175.41
2024-11-11,email,24.15
2024-11-11,referral,11.41
2024-11-12,paid_search,278.71
2024-11-12,social_media,173.94
2024-11-12,email,32.62
2024-11-12,referral,10.62
2024-11-13,paid_search,160.62
2024-11-13,social_media,130.21
2024-11-13,email,28.24
2024-11-13,referral,21.55
2024-11-14,paid_search,203.29
2024-11-14,social_media,75.89
2024-11-14,email,27.97
2024-11-14,referral,17.49
2024-11-15,paid_search,163.13
2024-11-15,social_media,205.45
2024-11-15,email,30.07
2024-11-15,referral,7.32
2024-11-16,paid_search,281.39
2024-11-16,social_media,233.04
2024-11-16,email,23.07
2024-11-16,referral,17.42
2024-11-17,paid_search,328.7
2024-11-17,social_media,150.42
2024-11-17,email,32.25
2024-11-17,referral,15.92
2024-11-18,paid_search,157.31
2024-11-18,social_media,98.07
2024-11-18,email,29.51
2024-11-18,referral,10.1
2024-11-19,paid_search,273.24
2024-11-19,social_media,81.7
2024-11-19,email,25.93
2024-11-19,referral,13.8
2024-11-20,paid_search,312.23
2024-11-20,social_media,190.16
2024-11-20,email,28.83
2024-11-20,referral,13.38
2024-11-21,paid_search,210.18
2024-11-21,social_media,227.36
2024-11-21,email,25.1
2024-11-21,referral,11.55
2024-11-22,paid_search,282.72
2024-11-22,social_media,255.86
2024-11-22,email,34.39
2024-11-22,referral,19.84
2024-11-23,paid_search,204.45
2024-11-23,social_media,135.84
2024-11-23,email,17.58
2024-11-23,referral,10.1
2024-11-24,paid_search,214.86
2024-11-24,social_media,259.71
2024-11-24,email,14.66
2024-11-24,referral,15.06
2024-11-25,paid_search,202.39
2024-11-25,social_media,127.1
2024-11-25,email,23.42
2024-11-25,referral,19.84
2024-11-26,paid_search,232.5
2024-11-26,social_media,208.22
2024-11-26,email,31.68
2024-11-26,referral,16.45
2024-11-27,paid_search,199.74
2024-11-27,social_media,184.52
2024-11-27,email,18.29
2024-11-27,referral,15.21
2024-11-28,paid_search,226.71
2024-11-28,social_media,239.27
2024-11-28,email,22.97
2024-11-28,referral,13.78
2024-11-29,paid_search,136.64
2024-11-29,social_media,209.18
2024-11-29,email,15.82
2024-11-29,referral,13.13
2024-11-30,paid_search,180.94
2024-11-30,social_media,220.08
2024-11-30,email,28.05
2024-11-30,referral,17.65
2024-12-01,paid_search,272.01
2024-12-01,social_media,151.22
2024-12-01,email,19.58
2024-12-01,referral,8.69
2024-12-02,paid_search,227.02
2024-12-02,social_media,144.79
2024-12-02,email,27.82
2024-12-02,referral,19.35
2024-12-03,paid_search,271.16
2024-12-03,social_media,185.44
2024-12-03,email,25.49
2024-12-03,referral,14.97
2024-12-04,paid_search,336.87
2024-12-04,social_media,153.79
2024-12-04,email,25.5
2024-12-04,referral,14.32
2024-12-05,paid_search,176.93
2024-12-05,social_media,162.91
2024-12-05,email,25.17
2024-12-05,referral,10.56
2024-12-06,paid_search,310.67
2024-12-06,social_media,212.68
2024-12-06,email,31.82
2024-12-06,referral,14.4
2024-12-07,paid_search,202.78
2024-12-07,social_media,170.37
2024-12-07,email,20.65
2024-12-07,referral,19.87
2024-12-08,paid_search,296.82
2024-12-08,social_media,204.74
2024-12-08,email,35.61
2024-12-08,referral,23.99
2024-12-09,paid_search,321.57
2024-12-09,social_media,158.89
2024-12-09,email,9.88
2024-12-09,referral,17.79
2024-12-10,paid_search,243.48
2024-12-10,social_media,184.9
2024-12-10,email,23.55
2024-12-10,referral,20.07
2024-12-11,paid_search,134.95
2024-12-11,social_media,248.94
2024-12-11,email,35.84
2024-12-11,referral,15.56
2024-12-12,paid_search,235.63
2024-12-12,social_media,126.64
2024-12-12,email,31.28
2024-12-12,referral,19.77
2024-12-13,paid_search,262.04
2024-12-13,social_media,124.22
2024-12-13,email,14.94
2024-12-13,referral,14.1
2024-12-14,paid_search,224.36
2024-12-14,social_media,225.68
2024-12-14,email,23.5
2024-12-14,referral,18.98
2024-12-15,paid_search,282.1
2024-12-15,social_media,201.31
2024-12-15,email,30.43
2024-12-15,referral,13.44
2024-12-16,paid_search,157.21
2024-12-16,social_media,154.4
2024-12-16,email,19.8
2024-12-16,referral,19.54
2024-12-17,paid_search,267.44
2024-12-17,social_media,88.63
2024-12-17,email,26.12
2024-12-17,referral,8.3
2024-12-18,paid_search,160.38
2024-12-18,social_media,217.44
2024-12-18,email,14.22
2024-12-18,referral,9.88
2024-12-19,paid_search,163.67
2024-12-19,social_media,108.68
2024-12-19,email,16.12
2024-12-19,referral,14.79
2024-12-20,paid_search,127.34
2024-12-20,social_media,168.79
2024-12-20,email,25.06
2024-12-20,referral,17.82
2024-12-21,paid_search,271.11
2024-12-21,social_media,118.07
2024-12-21,email,16.73
2024-12-21,referral,9.83
2024-12-22,paid_search,263.5
2024-12-22,social_media,195.55
2024-12-22,email,22.79
2024-12-22,referral,10.53
2024-12-23,paid_search,228.54
2024-12-23,social_media,241.6
2024-12-23,email,33.15
2024-12-23,referral,9.48
2024-12-24,paid_search,278.91
2024-12-24,social_media,113.11
2024-12-24,email,22.49
2024-12-24,referral,13.05
2024-12-25,paid_search,234.65
2024-12-25,social_media,134.89
2024-12-25,email,25.64
2024-12-25,referral,10.95
2024-12-26,paid_search,229.46
2024-12-26,social_media,120.72
2024-12-26,email,22.51
2024-12-26,referral,15.01
2024-12-27,paid_search,206.24
2024-12-27,social_media,218.02
2024-12-27,email,10.88
2024-12-27,referral,15.65
2024-12-28,paid_search,174.34
2024-12-28,social_media,206.59
2024-12-28,email,25.19
2024-12-28,referral,19.08
2024-12-29,paid_search,207.19
2024-12-29,social_media,235.54
2024-12-29,email,25.98
2024-12-29,referral,10.15
2024-12-30,paid_search,175.26
2024-12-30,social_media,153.6
2024-12-30,email,25.72
2024-12-30,referral,18.37
2024-12-31,paid_search,253.59
2024-12-31,social_media,209.91
2024-12-31,email,20.33
2024-12-31,referral,18.31
2025-01-01,paid_search,225.72
2025-01-01,social_media,215.76
2025-01-01,email,15.77
2025-01-01,referral,16.7
2025-01-02,paid_search,186.4
2025-01-02,social_media,123.06
2025-01-02,email,29.04
2025-01-02,referral,13.39
2025-01-03,paid_search,249.17
2025-01-03,social_media,135.98
2025-01-03,email,37.7
2025-01-03,referral,14.55
2025-01-04,paid_search,194.19
2025-01-04,social_media,224.55
2025-01-04,email,24.46
2025-01-04,referral,26.87
2025-01-05,paid_search,284.08
2025-01-05,social_media,158.7
2025-01-05,email,25.46
2025-01-05,referral,15.25
2025-01-06,paid_search,161.96
2025-01-06,social_media,237.76
2025-01-06,email,22.32
2025-01-06,referral,14.07
2025-01-07,paid_search,232.02
2025-01-07,social_media,138.8
2025-01-07,email,26.32
2025-01-07,referral,13.11
2025-01-08,paid_search,193.79
2025-01-08,social_media,172.7
2025-01-08,email,20.41
2025-01-08,referral,9.13
2025-01-09,paid_search,229.56
2025-01-09,social_media,76.97
2025-01-09,email,10.92
2025-01-09,referral,15.17
2025-01-10,paid_search,210.0
2025-01-10,social_media,191.67
2025-01-10,email,29.15
2025-01-10,referral,7.59
2025-01-11,paid_search,186.19
2025-01-11,social_media,159.85
2025-01-11,email,26.95
2025-01-11,referral,15.86
2025-01-12,paid_search,197.72
2025-01-12,social_media,181.99
2025-01-12,email,23.28
2025-01-12,referral,11.58
2025-01-13,paid_search,222.97
2025-01-13,social_media,83.51
2025-01-13,email,26.53
2025-01-13,referral,20.3
2025-01-14,paid_search,200.92
2025-01-14,social_media,272.79
2025-01-14,email,28.77
2025-01-14,referral,20.47
2025-01-15,paid_search,241.22
2025-01-15,social_media,204.82
2025-01-15,email,25.9
2025-01-15,referral,9.12
2025-01-16,paid_search,111.91
2025-01-16,social_media,169.14
2025-01-16,email,21.23
2025-01-16,referral,12.86
2025-01-17,paid_search,150.47
2025-01-17,social_media,229.89
2025-01-17,email,18.56
2025-01-17,referral,10.89
2025-01-18,paid_search,222.11
2025-01-18,social_media,228.75
2025-01-18,email,30.3
2025-01-18,referral,12.56
2025-01-19,paid_search,208.32
2025-01-19,social_media,253.81
2025-01-19,email,31.91
2025-01-19,referral,18.29
2025-01-20,paid_search,241.19
2025-01-20,social_media,184.51
2025-01-20,email,37.55
2025-01-20,referral,19.23
2025-01-21,paid_search,226.72
2025-01-21,social_media,212.55
2025-01-21,email,23.44
2025-01-21,referral,8.98
2025-01-22,paid_search,163.77
2025-01-22,social_media,159.27
2025-01-22,email,21.72
2025-01-22,referral,12.29
2025-01-23,paid_search,182.73
2025-01-23,social_media,238.77
2025-01-23,email,36.45
2025-01-23,referral,19.92
2025-01-24,paid_search,101.34
2025-01-24,social_media,228.51
2025-01-24,email,29.6
2025-01-24,referral,14.86
2025-01-25,paid_search,192.67
2025-01-25,social_media,166.28
2025-01-25,email,31.19
2025-01-25,referral,16.45
2025-01-26,paid_search,287.08
2025-01-26,social_media,216.66
2025-01-26,email,34.0
2025-01-26,referral,17.38
2025-01-27,paid_search,157.45
2025-01-27,social_media,108.0
2025-01-27,email,29.04
2025-01-27,referral,17.25
2025-01-28,paid_search,186.06
2025-01-28,social_media,191.13
2025-01-28,email,22.16
2025-01-28,referral,13.15
2025-01-29,paid_search,141.17
2025-01-29,social_media,182.01
2025-01-29,email,21.77
2025-01-29,referral,16.42
2025-01-30,paid_search,123.57
2025-01-30,social_media,207.08
2025-01-30,email,21.78
2025-01-30,referral,11.0
2025-01-31,paid_search,195.8
2025-01-31,social_media,108.08
2025-01-31,email,23.18
2025-01-31,referral,15.46
2025-02-01,paid_search,224.0
2025-02-01,social_media,200.7
2025-02-01,email,21.45
2025-02-01,referral,17.92
2025-02-02,paid_search,234.64
2025-02-02,social_media,216.72
2025-02-02,email,35.37
2025-02-02,referral,9.18
2025-02-03,paid_search,198.96
2025-02-03,social_media,145.67
2025-02-03,email,38.36
2025-02-03,referral,17.24
2025-02-04,paid_search,235.79
2025-02-04,social_media,233.82
2025-02-04,email,25.08
2025-02-04,referral,16.75
2025-02-05,paid_search,194.92
2025-02-05,social_media,118.6
2025-02-05,email,30.61
2025-02-05,referral,11.4
2025-02-06,paid_search,261.17
2025-02-06,social_media,228.76
2025-02-06,email,10.97
2025-02-06,referral,18.92
2025-02-07,paid_search,234.0
2025-02-07,social_media,136.36
2025-02-07,email,14.13
2025-02-07,referral,14.73
2025-02-08,paid_search,210.18
2025-02-08,social_media,229.14
2025-02-08,email,25.4
2025-02-08,referral,10.92
2025-02-09,paid_search,134.54
2025-02-09,social_media,186.59
2025-02-09,email,25.03
2025-02-09,referral,19.95
2025-02-10,paid_search,192.95
2025-02-10,social_media,198.84
2025-02-10,email,24.17
2025-02-10,referral,4.87
2025-02-11,paid_search,259.38
2025-02-11,social_media,160.83
2025-02-11,email,29.12
2025-02-11,referral,15.63
2025-02-12,paid_search,165.62
2025-02-12,social_media,172.16
2025-02-12,email,24.8
2025-02-12,referral,15.69
2025-02-13,paid_search,248.18
2025-02-13,social_media,181.37
2025-02-13,email,35.91
2025-02-13,referral,18.15
2025-02-14,paid_search,274.78
2025-02-14,social_media,217.12
2025-02-14,email,25.48
2025-02-14,referral,17.74
2025-02-15,paid_search,288.68
2025-02-15,social_media,185.67
2025-02-15,email,31.57
2025-02-15,referral,10.12
2025-02-16,paid_search,280.45
2025-02-16,social_media,145.31
2025-02-16,email,16.85
2025-02-16,referral,13.95
2025-02-17,paid_search,231.41
2025-02-17,social_media,195.06
2025-02-17,email,33.07
2025-02-17,referral,12.91
2025-02-18,paid_search,310.42
2025-02-18,social_media,254.08
2025-02-18,email,26.41
2025-02-18,referral,11.9
2025-02-19,paid_search,356.99
2025-02-19,social_media,257.62
2025-02-19,email,26.19
2025-02-19,referral,9.89
2025-02-20,paid_search,254.13
2025-02-20,social_media,153.45
2025-02-20,email,30.46
2025-02-20,referral,15.86
2025-02-21,paid_search,132.22
2025-02-21,social_media,126.9
2025-02-21,email,20.24
2025-02-21,referral,21.15
2025-02-22,paid_search,184.25
2025-02-22,social_media,77.68
2025-02-22,email,23.74
2025-02-22,referral,14.02
2025-02-23,paid_search,307.44
2025-02-23,social_media,248.16
2025-02-23,email,16.82
2025-02-23,referral,16.48
2025-02-24,paid_search,263.55
2025-02-24,social_media,174.55
2025-02-24,email,26.1
2025-02-24,referral,19.15
2025-02-25,paid_search,236.1
2025-02-25,social_media,210.17
2025-02-25,email,33.79
2025-02-25,referral,13.33
2025-02-26,paid_search,263.79
2025-02-26,social_media,160.0
2025-02-26,email,31.71
2025-02-26,referral,12.67
2025-02-27,paid_search,243.9
2025-02-27,social_media,169.74
2025-02-27,email,28.67
2025-02-27,referral,11.83
2025-02-28,paid_search,204.73
2025-02-28,social_media,177.63
2025-02-28,email,18.28
2025-02-28,referral,12.72
2025-03-01,paid_search,129.82
2025-03-01,social_media,196.97
2025-03-01,email,29.96
2025-03-01,referral,9.78
2025-03-02,paid_search,155.59
2025-03-02,social_media,136.85
2025-03-02,email,17.04
2025-03-02,referral,16.5
2025-03-03,paid_search,181.95
2025-03-03,social_media,191.26
2025-03-03,email,20.33
2025-03-03,referral,13.72
2025-03-04,paid_search,277.12
2025-03-04,social_media,128.0
2025-03-04,email,21.49
2025-03-04,referral,16.57
2025-03-05,paid_search,202.48
2025-03-05,social_media,188.49
2025-03-05,email,25.01
2025-03-05,referral,9.35
2025-03-06,paid_search,296.95
2025-03-06,social_media,175.53
2025-03-06,email,34.97
2025-03-06,referral,16.27
2025-03-07,paid_search,292.42
2025-03-07,social_media,226.0
2025-03-07,email,32.68
2025-03-07,referral,14.16
2025-03-08,paid_search,318.29
2025-03-08,social_media,158.76
2025-03-08,email,27.27
2025-03-08,referral,18.24
2025-03-09,paid_search,394.47
2025-03-09,social_media,229.23
2025-03-09,email,21.71
2025-03-09,referral,16.01
2025-03-10,paid_search,145.95
2025-03-10,social_media,246.15
2025-03-10,email,5.46
2025-03-10,referral,14.35
2025-03-11,paid_search,340.76
2025-03-11,social_media,214.19
2025-03-11,email,28.06
2025-03-11,referral,10.53
2025-03-12,paid_search,293.2
2025-03-12,social_media,138.85
2025-03-12,email,19.34
2025-03-12,referral,19.98
2025-03-13,paid_search,167.88
2025-03-13,social_media,114.14
2025-03-13,email,18.97
2025-03-13,referral,15.71
2025-03-14,paid_search,192.36
2025-03-14,social_media,261.75
2025-03-14,email,25.21
2025-03-14,referral,10.35
2025-03-15,paid_search,117.26
2025-03-15,social_media,220.52
2025-03-15,email,26.88
2025-03-15,referral,17.28
2025-03-16,paid_search,196.52
2025-03-16,social_media,186.94
2025-03-16,email,32.44
2025-03-16,referral,15.02
2025-03-17,paid_search,156.9
2025-03-17,social_media,212.52
2025-03-17,email,22.82
2025-03-17,referral,18.62
2025-03-18,paid_search,221.4
2025-03-18,social_media,218.78
2025-03-18,email,28.17
2025-03-18,referral,19.87
2025-03-19,paid_search,272.91
2025-03-19,social_media,121.28
2025-03-19,email,13.29
2025-03-19,referral,14.71
2025-03-20,paid_search,253.1
2025-03-20,social_media,147.36
2025-03-20,email,27.79
2025-03-20,referral,16.51
2025-03-21,paid_search,215.99
2025-03-21,social_media,151.44
2025-03-21,email,18.63
2025-03-21,referral,24.3
2025-03-22,paid_search,103.36
2025-03-22,social_media,124.25
2025-03-22,email,41.25
2025-03-22,referral,11.13
2025-03-23,paid_search,189.05
2025-03-23,social_media,210.6
2025-03-23,email,28.01
2025-03-23,referral,16.66
2025-03-24,paid_search,302.25
2025-03-24,social_media,136.89
2025-03-24,email,26.09
2025-03-24,referral,14.8
2025-03-25,paid_search,171.65
2025-03-25,social_media,184.67
2025-03-25,email,28.5
2025-03-25,referral,17.19
2025-03-26,paid_search,278.82
2025-03-26,social_media,178.2
2025-03-26,email,18.7
2025-03-26,referral,9.81
2025-03-27,paid_search,194.62
2025-03-27,social_media,119.13
2025-03-27,email,20.56
2025-03-27,referral,10.57
2025-03-28,paid_search,183.99
2025-03-28,social_media,260.26
2025-03-28,email,24.23
2025-03-28,referral,20.9
2025-03-29,paid_search,242.97
2025-03-29,social_media,151.99
2025-03-29,email,24.23
2025-03-29,referral,8.81
2025-03-30,paid_search,201.79
2025-03-30,social_media,121.01
2025-03-30,email,28.74
2025-03-30,referral,13.37
2025-03-31,paid_search,203.3
2025-03-31,social_media,161.19
2025-03-31,email,30.61
2025-03-31,referral,11.66
2025-04-01,paid_search,167.43
2025-04-01,social_media,195.42
2025-04-01,email,31.79
2025-04-01,referral,16.24
2025-04-02,paid_search,340.28
2025-04-02,social_media,137.96
2025-04-02,email,11.46
2025-04-02,referral,16.83
2025-04-03,paid_search,211.57
2025-04-03,social_media,201.22
2025-04-03,email,30.35
2025-04-03,referral,9.28
2025-04-04,paid_search,204.23
2025-04-04,social_media,206.37
2025-04-04,email,26.6
2025-04-04,referral,14.34
2025-04-05,paid_search,260.6
2025-04-05,social_media,224.85
2025-04-05,email,12.18
2025-04-05,referral,20.91
2025-04-06,paid_search,152.75
2025-04-06,social_media,206.79
2025-04-06,email,22.93
2025-04-06,referral,19.71
2025-04-07,paid_search,259.66
2025-04-07,social_media,206.52
2025-04-07,email,26.39
2025-04-07,referral,12.99
2025-04-08,paid_search,165.55
2025-04-08,social_media,117.76
2025-04-08,email,21.09
2025-04-08,referral,18.42
2025-04-09,paid_search,164.89
2025-04-09,social_media,234.41
2025-04-09,email,18.59
2025-04-09,referral,14.38
2025-04-10,paid_search,244.81
2025-04-10,social_media,226.19
2025-04-10,email,22.71
2025-04-10,referral,16.8
2025-04-11,paid_search,231.69
2025-04-11,social_media,168.76
2025-04-11,email,18.51
2025-04-11,referral,16.65
2025-04-12,paid_search,221.53
2025-04-12,social_media,165.62
2025-04-12,email,25.72
2025-04-12,referral,17.14
2025-04-13,paid_search,127.61
2025-04-13,social_media,155.42
2025-04-13,email,18.91
2025-04-13,referral,11.63
2025-04-14,paid_search,176.61
2025-04-14,social_media,229.43
2025-04-14,email,27.08
2025-04-14,referral,10.88
2025-04-15,paid_search,230.22
2025-04-15,social_media,199.27
2025-04-15,email,22.76
2025-04-15,referral,10.17
2025-04-16,paid_search,160.13
2025-04-16,social_media,108.62
2025-04-16,email,38.37
2025-04-16,referral,8.52
2025-04-17,paid_search,151.02
2025-04-17,social_media,178.94
2025-04-17,email,13.58
2025-04-17,referral,10.65
2025-04-18,paid_search,226.32
2025-04-18,social_media,189.14
2025-04-18,email,27.56
2025-04-18,referral,17.68
2025-04-19,paid_search,217.78
2025-04-19,social_media,149.0
2025-04-19,email,27.86
2025-04-19,referral,20.21
2025-04-20,paid_search,253.97
2025-04-20,social_media,141.13
2025-04-20,email,28.84
2025-04-20,referral,17.1
2025-04-21,paid_search,151.96
2025-04-21,social_media,169.51
2025-04-21,email,28.54
2025-04-21,referral,19.35
2025-04-22,paid_search,184.44
2025-04-22,social_media,114.42
2025-04-22,email,28.18
2025-04-22,referral,14.07
2025-04-23,paid_search,233.18
2025-04-23,social_media,188.56
2025-04-23,email,25.93
2025-04-23,referral,13.45
2025-04-24,paid_search,269.86
2025-04-24,social_media,141.8
2025-04-24,email,26.66
2025-04-24,referral,16.46
2025-04-25,paid_search,209.25
2025-04-25,social_media,215.7
2025-04-25,email,22.09
2025-04-25,referral,23.61
2025-04-26,paid_search,233.01
2025-04-26,social_media,235.72
2025-04-26,email,30.55
2025-04-26,referral,20.34
